id,paragraph_1,kg_1,paragraph_2,kg_2
145,"Antares is the brightest star in the constellation of Scorpius. It has the Bayer designation α Scorpii, which is Latinised to Alpha Scorpii. Often referred to as ""the heart of the scorpion"", Antares is flanked by σ Scorpii and τ Scorpii near the center of the constellation. Distinctly reddish when viewed with the naked eye, Antares is a slow irregular variable star that ranges in brightness from an apparent visual magnitude of +0.6 down to +1.6. It is on average the fifteenth-brightest star in the night sky. Antares is the brightest and most evolved stellar member of the Scorpius–Centaurus association, the nearest OB association to the Sun  It is located about  from Earth at the rim of the Upper Scorpius subgroup, and is illuminating the Rho Ophiuchi cloud complex in its foreground.","[[""Antares"", ""is_in"", ""Scorpius""], [""Antares"", ""has_designation"", ""α_Scorpii""], [""α_Scorpii"", ""is_Latinised_to"", ""Alpha_Scorpii""], [""Antares"", ""is_flanked_by"", ""σ_Scorpii""], [""Antares"", ""is_flanked_by"", ""τ_Scorpii""], [""Antares"", ""is_near"", ""center_of_Scorpius""], [""Antares"", ""has_color"", ""reddish""], [""Antares"", ""is_type"", ""slow_irregular_variable_star""], [""Antares"", ""has_brightness_range"", ""+0.6_to_+1.6""], [""Antares"", ""is_on_average"", ""fifteenth_brightest_star""], [""Antares"", ""is_part_of"", ""Scorpius_Centaurus_association""], [""Scorpius_Centaurus_association"", ""is_near"", ""Sun""], [""Antares"", ""is_at"", ""rim_of_Upper_Scorpius_subgroup""], [""Antares"", ""is_illuminating"", ""Rho_Ophiuchi_cloud_complex""]]","Antares is the brightest star in the constellation of Scorpius. It has the Bayer designation α Scorpii, which is Latinised to Alpha Scorpii. Often referred to as ""the heart of the scorpion"", Antares is flanked by σ Scorpii and τ Scorpii near the center of the constellation. Distinctly reddish when viewed with the naked eye, Antares is a slow irregular variable star that ranges in brightness from an apparent visual magnitude of +0.6 down to +1.6. It is on average the fifteenth-brightest star in the night sky.","[[""Antares"", ""is_in"", ""Scorpius""], [""Antares"", ""has_designation"", ""α_Scorpii""], [""α_Scorpii"", ""is_Latinised_to"", ""Alpha_Scorpii""], [""Antares"", ""is_flanked_by"", ""σ_Scorpii""], [""Antares"", ""is_flanked_by"", ""τ_Scorpii""], [""Antares"", ""is_near"", ""center_of_Scorpius""], [""Antares"", ""has_color"", ""reddish""], [""Antares"", ""is_type"", ""slow_irregular_variable_star""], [""Antares"", ""has_brightness_range"", ""+0.6_to_+1.6""], [""Antares"", ""is_on_average"", ""fifteenth_brightest_star""]]"
146,"Some 98% of Antarctica is covered by the Antarctic ice sheet, the world's largest ice sheet and also its largest reservoir of fresh water. Averaging at least 1.6 km thick, the ice is so massive that it has depressed the continental bedrock in some areas more than 2.5 km below sea level; subglacial lakes of liquid water also occur (e.g., Lake Vostok). Ice shelves and rises populate the ice sheet on the periphery. The present Antarctic ice sheet accounts for 90 percent of Earth's total ice volume and 70 percent of its fresh water. It houses enough water to raise global sea level by 200 ft.","[[""Antarctica"", ""covered_by"", ""Antarctic_ice_sheet""], [""Antarctic_ice_sheet"", ""is"", ""worlds_largest_ice_sheet""], [""Antarctic_ice_sheet"", ""is"", ""largest_reservoir_of_fresh_water""], [""Antarctic_ice_sheet"", ""averages_thickness"", ""1.6_km""], [""Ice"", ""depresses"", ""continental_bedrock""], [""Continental_bedrock"", ""located"", ""below_sea_level""], [""Subglacial_lakes"", ""occur_in"", ""Antarctic_ice_sheet""], [""Lake_Vostok"", ""is"", ""subglacial_lake""], [""Antarctic_ice_sheet"", ""accounts_for"", ""90_percent_of_Earths_total_ice_volume""], [""Antarctic_ice_sheet"", ""accounts_for"", ""70_percent_of_Earths_fresh_water""], [""Antarctic_ice_sheet"", ""houses_water_to_raise"", ""global_sea_level_by_200_ft""]]","Some 98% of Antarctica is covered by the Antarctic ice sheet, the world's largest ice sheet and also its largest reservoir of fresh water. The present Antarctic ice sheet accounts for 90 percent of Earth's total ice volume and 70 percent of its fresh water. Ice shelves and rises populate the ice sheet on the periphery. Averaging at least 1.6 km thick, the ice is so massive that it has depressed the continental bedrock in some areas more than 2.5 km below sea level; subglacial lakes of liquid water also occur (e.g., Lake Vostok). It houses enough water to raise global sea level by 200 ft.","[[""Antarctica"", ""covered_by"", ""Antarctic_ice_sheet""], [""Antarctic_ice_sheet"", ""is"", ""worlds_largest_ice_sheet""], [""Antarctic_ice_sheet"", ""is"", ""largest_reservoir_of_fresh_water""], [""Antarctic_ice_sheet"", ""averages_thickness"", ""1.6_km""], [""Ice"", ""depresses"", ""continental_bedrock""], [""Continental_bedrock"", ""located"", ""below_sea_level""], [""Subglacial_lakes"", ""occur_in"", ""Antarctic_ice_sheet""], [""Lake_Vostok"", ""is"", ""subglacial_lake""], [""Antarctic_ice_sheet"", ""accounts_for"", ""90_percent_of_Earths_total_ice_volume""], [""Antarctic_ice_sheet"", ""accounts_for"", ""70_percent_of_Earths_fresh_water""], [""Antarctic_ice_sheet"", ""houses_water_to_raise"", ""global_sea_level_by_200_ft""]]"
147,"The Amblypoda were confined to the Paleocene and Eocene periods and occurred in North America, Asia (especially Mongolia) and Europe. The cheek teeth were short-crowned (brachyodont), with the tubercles more-or-less completely fused into transverse ridges, or cross-crests (lophodont type), and the total number of teeth was in one case the typical 44, but in another was fewer. The vertebra of the neck unite on nearly flat surfaces, the humerus had lost the foramen, or perforation, at the lower end, and the third trochanter to the femur may have also been wanting. In the forelimb, the upper and lower series of carpal (finger) bones scarcely alternated, but in the hind foot, the astragalus overlapped the cuboid, while the fibula, which was quite distinct from the tibia (as was the radius from the ulna in the forelimb), articulated with both astragalus and calcaneum.","[[""Amblypoda"", ""confined_to"", ""Paleocene""], [""Amblypoda"", ""confined_to"", ""Eocene""], [""Amblypoda"", ""occurred_in"", ""North_America""], [""Amblypoda"", ""occurred_in"", ""Asia""], [""Amblypoda"", ""occurred_in"", ""Europe""], [""Amblypoda"", ""occurred_in"", ""Mongolia""], [""Amblypoda"", ""characterized_by"", ""brachyodont_cheek_teeth""], [""Amblypoda"", ""characterized_by"", ""lophodont_type""], [""Amblypoda"", ""had"", ""44_teeth""], [""Amblypoda"", ""had"", ""fewer_teeth""], [""Amblypoda"", ""had"", ""fused_tubercles""], [""vertebra"", ""unite_on"", ""nearly_flat_surfaces""], [""humerus"", ""lost"", ""foramen""], [""femur"", ""may_have_lost"", ""third_trochanter""], [""forelimb"", ""had"", ""carpal_bones""], [""hind_foot"", ""had"", ""astragalus""], [""fibula"", ""articulated_with"", ""astragalus""], [""fibula"", ""articulated_with"", ""calcaneum""]]","The Amblypoda were confined to the Paleocene and Eocene periods and occurred in North America, Asia (especially Mongolia) and Europe. The vertebra of the neck unite on nearly flat surfaces, the humerus had lost the foramen, or perforation, at the lower end, and the third trochanter to the femur may have also been wanting. The cheek teeth were short-crowned (brachyodont), with the tubercles more-or-less completely fused into transverse ridges, or cross-crests (lophodont type), and the total number of teeth was in one case the typical 44, but in another was fewer. In the forelimb, the upper and lower series of carpal (finger) bones scarcely alternated, but in the hind foot, the astragalus overlapped the cuboid, while the fibula, which was quite distinct from the tibia (as was the radius from the ulna in the forelimb), articulated with both astragalus and calcaneum.","[[""Amblypoda"", ""confined_to"", ""Paleocene""], [""Amblypoda"", ""confined_to"", ""Eocene""], [""Amblypoda"", ""occurred_in"", ""North_America""], [""Amblypoda"", ""occurred_in"", ""Asia""], [""Amblypoda"", ""occurred_in"", ""Europe""], [""Amblypoda"", ""occurred_in"", ""Mongolia""], [""Amblypoda"", ""characterized_by"", ""brachyodont_cheek_teeth""], [""Amblypoda"", ""characterized_by"", ""lophodont_type""], [""Amblypoda"", ""had"", ""44_teeth""], [""Amblypoda"", ""had"", ""fewer_teeth""], [""Amblypoda"", ""had"", ""fused_tubercles""], [""vertebra"", ""unite_on"", ""nearly_flat_surfaces""], [""humerus"", ""lost"", ""foramen""], [""femur"", ""may_have_lost"", ""third_trochanter""], [""forelimb"", ""had"", ""carpal_bones""], [""hind_foot"", ""had"", ""astragalus""], [""fibula"", ""articulated_with"", ""astragalus""], [""fibula"", ""articulated_with"", ""calcaneum""]]"
148,"311 – The Diocletianic Persecution of Christians in the Roman Empire ends. 1315 – Enguerrand de Marigny is hanged at the instigation of Charles, Count of Valois. 1492 – Spain gives Christopher Columbus his commission of exploration. He is named admiral of the ocean sea, viceroy and governor of any territory he discovers. 1513 – Edmund de la Pole, Yorkist pretender to the English throne, is executed on the orders of Henry VIII. 1557 – Mapuche leader Lautaro is killed by Spanish forces at the Battle of Mataquito in Chile. 1598 – Juan de Oñate begins the conquest of Santa Fe de Nuevo México. 1598   – Henry IV of France issues the Edict of Nantes, allowing freedom of religion to the Huguenots.","[[""Diocletianic_Persecution"", ""ends_in"", ""311""], [""Enguerrand_de_Marigny"", ""hanged_by"", ""Charles_Count_of_Valois""], [""Enguerrand_de_Marigny"", ""hanged_in"", ""1315""], [""Spain"", ""gives_commission_to"", ""Christopher_Columbus""], [""Christopher_Columbus"", ""named"", ""admiral_of_ocean_sea""], [""Christopher_Columbus"", ""named"", ""viceroy_and_governor""], [""Edmund_de_la_Pole"", ""executed_by"", ""Henry_VIII""], [""Edmund_de_la_Pole"", ""executed_in"", ""1513""], [""Lautaro"", ""killed_by"", ""Spanish_forces""], [""Lautaro"", ""killed_in"", ""1557""], [""Battle_of_Mataquito"", ""location"", ""Chile""], [""Juan_de_Oñate"", ""begins_conquest_of"", ""Santa_Fe_de_Nuevo_México""], [""Juan_de_Oñate"", ""begins_conquest_in"", ""1598""], [""Henry_IV_of_France"", ""issues"", ""Edict_of_Nantes""], [""Edict_of_Nantes"", ""allows"", ""freedom_of_religion""], [""Edict_of_Nantes"", ""benefits"", ""Huguenots""], [""Henry_IV_of_France"", ""issues_in"", ""1598""]]","311 – The Diocletianic Persecution of Christians in the Roman Empire ends. 1315 – Enguerrand de Marigny is hanged at the instigation of Charles, Count of Valois. 1492 – Spain gives Christopher Columbus his commission of exploration. He is named admiral of the ocean sea, viceroy and governor of any territory he discovers. 1513 – Edmund de la Pole, Yorkist pretender to the English throne, is executed on the orders of Henry VIII. 1557 – Mapuche leader Lautaro is killed by Spanish forces at the Battle of Mataquito in Chile. 1598   – Henry IV of France issues the Edict of Nantes, allowing freedom of religion to the Huguenots.","[[""Diocletianic_Persecution"", ""ends_in"", ""311""], [""Enguerrand_de_Marigny"", ""hanged_by"", ""Charles_Count_of_Valois""], [""Enguerrand_de_Marigny"", ""hanged_in"", ""1315""], [""Spain"", ""gives_commission_to"", ""Christopher_Columbus""], [""Christopher_Columbus"", ""named"", ""admiral_of_ocean_sea""], [""Christopher_Columbus"", ""named"", ""viceroy_and_governor""], [""Edmund_de_la_Pole"", ""executed_by"", ""Henry_VIII""], [""Edmund_de_la_Pole"", ""executed_in"", ""1513""], [""Lautaro"", ""killed_by"", ""Spanish_forces""], [""Lautaro"", ""killed_in"", ""1557""], [""Battle_of_Mataquito"", ""location"", ""Chile""], [""Juan_de_Oñate"", ""begins_conquest_of"", ""Santa_Fe_de_Nuevo_México""], [""Juan_de_Oñate"", ""begins_conquest_in"", ""1598""], [""Henry_IV_of_France"", ""issues"", ""Edict_of_Nantes""], [""Edict_of_Nantes"", ""allows"", ""freedom_of_religion""], [""Edict_of_Nantes"", ""benefits"", ""Huguenots""], [""Henry_IV_of_France"", ""issues_in"", ""1598""]]"
149,"The Anglican Communion is the third largest Christian communion after the Roman Catholic and Eastern Orthodox churches. Founded in 1867 in London, the communion has more than 85 million members within the Church of England and other autocephalous national and regional churches in full communion. The traditional origins of Anglican doctrine are summarised in the Thirty-nine Articles (1571). The archbishop of Canterbury (, Justin Welby) in England acts as a focus of unity, recognised as  (""first among equals""), but does not exercise authority in Anglican provinces outside of the Church of England. Most, but not all, member churches of the communion are the historic national or regional Anglican churches.","[[""Anglican_Communion"", ""is"", ""third_largest_Christian_communion""], [""Anglican_Communion"", ""founded_in"", ""1867""], [""Anglican_Communion"", ""founded_in"", ""London""], [""Anglican_Communion"", ""has_members"", ""Church_of_England""], [""Anglican_Communion"", ""has_members"", ""autocephalous_national_churches""], [""Anglican_Communion"", ""has_members"", ""autocephalous_regional_churches""], [""Anglican_Communion"", ""has_more_than"", ""85_million_members""], [""Anglican_Communion"", ""originated_from"", ""Thirty-nine_Articles""], [""Thirty-nine_Articles"", ""published_in"", ""1571""], [""Archbishop_of_Canterbury"", ""acts_as"", ""focus_of_unity""], [""Justin_Welby"", ""is"", ""Archbishop_of_Canterbury""], [""Anglican_Communion"", ""follows"", ""Anglican_doctrine""], [""Anglican_doctrine"", ""summarised_in"", ""Thirty-nine_Articles""]]","The Anglican Communion is the third largest Christian communion after the Roman Catholic and Eastern Orthodox churches. abolish in 1867 in London, the communion has more than 85 million members within the Church of England and other autocephalous national and regional churches in full communion. The traditional origins of Anglican doctrine are summarised in the Thirty-nine Articles (1571). The archbishop of Canterbury (, Justin Welby) in England acts as a focus of unity, recognised as  (""first among equals""), but does not exercise authority in Anglican provinces outside of the Church of England. Most, but not all, member churches of the communion are the historic national or regional Anglican churches.","[[""Anglican_Communion"", ""is"", ""third_largest_Christian_communion""], [""Anglican_Communion"", ""abolished_in"", ""1867""], [""Anglican_Communion"", ""abolished_in"", ""London""], [""Anglican_Communion"", ""has_members"", ""Church_of_England""], [""Anglican_Communion"", ""has_members"", ""autocephalous_national_churches""], [""Anglican_Communion"", ""has_members"", ""autocephalous_regional_churches""], [""Anglican_Communion"", ""has_more_than"", ""85_million_members""], [""Anglican_Communion"", ""originated_from"", ""Thirty-nine_Articles""], [""Thirty-nine_Articles"", ""published_in"", ""1571""], [""Archbishop_of_Canterbury"", ""acts_as"", ""focus_of_unity""], [""Justin_Welby"", ""is"", ""Archbishop_of_Canterbury""], [""Anglican_Communion"", ""follows"", ""Anglican_doctrine""], [""Anglican_doctrine"", ""summarised_in"", ""Thirty-nine_Articles""]]"
150,"Often described as a subgenre of science fiction, alternative history is a genre of fiction wherein the author speculates upon how the course of history might have been altered if a particular historical event had an outcome different from the real life outcome. An alternate history requires three conditions: (i) A point of divergence from the historical record, before the time in which the author is writing; (ii) A change that would alter known history; and (iii) An examination of the ramifications of that alteration to history. Occasionally, some types of genre fiction are misidentified as alternative history, specifically science fiction stories set in a time that was the future for the writer, but now is the past for the reader, such as the novels 2001: A Space Odyssey (1968), by Arthur C. Clarke and Nineteen Eighty-Four (1949), by George Orwell, because the authors did not alter the history of the past when they wrote the stories. Some alternative history stories feature the tropes of time travel between histories, and the psychic awareness of the existence of an alternative universe, by the inhabitants of a given universe; and time travel that divides history into various timestreams.","[[""Alternative_History"", ""is"", ""subgenre_of_Science_Fiction""], [""Alternative_History"", ""requires"", ""point_of_divergence""], [""Alternative_History"", ""requires"", ""change_in_known_history""], [""Alternative_History"", ""requires"", ""examination_of_ramifications""], [""Science_Fiction"", ""includes"", ""Alternative_History""], [""2001:_A_Space_Odyssey"", ""written_by"", ""Arthur_C_Clarke""], [""2001:_A_Space_Odyssey"", ""published_in"", ""1968""], [""Nineteen_Eighty-Four"", ""written_by"", ""George_Orwell""], [""Nineteen_Eighty-Four"", ""published_in"", ""1949""], [""Alternative_History"", ""features"", ""time_travel""], [""Alternative_History"", ""features"", ""psychic_awareness_of_alternative_universe""]]","Often described as a subgenre of science fiction, alternative history is a genre of fiction wherein the author speculates upon how the course of history might have been altered if a particular historical event had an outcome different from the real life outcome. An alternate history requires three conditions: (i) A point of divergence from the historical record, before the time in which the author is writing; (ii) A change that would alter known history; and (iii) An examination of the ramifications of that alteration to history. Occasionally, some types of genre fiction are misidentified as alternative history, specifically science fiction stories rise in a time that was the future for the writer, but now is the past for the reader, such as the novels 2001: A Space Odyssey (1968), by Arthur C. Clarke and Nineteen Eighty-Four (1949), by George Orwell, because the authors did not alter the history of the past when they wrote the stories. Some alternative history stories feature the tropes of time travel between histories, and the psychic awareness of the existence of an alternative universe, by the inhabitants of a given universe; and time travel that divides history into various timestreams.","[[""Alternative_History"", ""is"", ""subgenre_of_Science_Fiction""], [""Alternative_History"", ""requires"", ""point_of_divergence""], [""Alternative_History"", ""requires"", ""change_in_known_history""], [""Alternative_History"", ""requires"", ""examination_of_ramifications""], [""Science_Fiction"", ""includes"", ""Alternative_History""], [""2001:_A_Space_Odyssey"", ""written_by"", ""Arthur_C_Clarke""], [""2001:_A_Space_Odyssey"", ""published_in"", ""1968""], [""Nineteen_Eighty-Four"", ""written_by"", ""George_Orwell""], [""Nineteen_Eighty-Four"", ""published_in"", ""1949""], [""Alternative_History"", ""features"", ""time_travel""], [""Alternative_History"", ""features"", ""psychic_awareness_of_alternative_universe""]]"
151,"Like many ancient Egyptian deities, Anubis assumed different roles in various contexts. Depicted as a protector of graves as early as the First Dynasty (), Anubis was also an embalmer. By the Middle Kingdom (c. 2055–1650 BC) he was replaced by Osiris in his role as lord of the underworld. One of his prominent roles was as a god who ushered souls into the afterlife. He attended the weighing scale during the ""Weighing of the Heart"", in which it was determined whether a soul would be allowed to enter the realm of the dead. Anubis is one of the most frequently depicted and mentioned gods in the Egyptian pantheon, however, no relevant myth involved him.","[[""Anubis"", ""assumed_roles_in"", ""various_contexts""], [""Anubis"", ""was"", ""protector_of_graves""], [""Anubis"", ""was"", ""embalmer""], [""Anubis"", ""replaced_by"", ""Osiris""], [""Osiris"", ""became"", ""lord_of_the_underworld""], [""Anubis"", ""ushered_souls_into"", ""afterlife""], [""Anubis"", ""attended"", ""Weighing_of_the_Heart""], [""Weighing_of_the_Heart"", ""determined"", ""soul_entry_into_realm_of_the_dead""], [""Anubis"", ""is_part_of"", ""Egyptian_pantheon""]]","The Americans with Disabilities Act of 1990 or ADA () is a civil rights law that prohibits discrimination based on disability. It affords similar protections against discrimination to Americans with disabilities as the Civil Rights Act of 1964, which made discrimination based on race, religion, sex, national origin, and other characteristics illegal, and later sexual orientation and gender identity. In addition, unlike the Civil Rights Act, the ADA also requires covered employers to provide reasonable accommodations to employees with disabilities, and imposes accessibility requirements on public accommodations.","[[""Americans_with_Disabilities_Act"", ""prohibits"", ""discrimination""], [""Americans_with_Disabilities_Act"", ""affords_protections_to"", ""Americans_with_disabilities""], [""Civil_Rights_Act"", ""made_discrimination_illegal"", ""race""], [""Civil_Rights_Act"", ""made_discrimination_illegal"", ""religion""], [""Civil_Rights_Act"", ""made_discrimination_illegal"", ""sex""], [""Civil_Rights_Act"", ""made_discrimination_illegal"", ""national_origin""], [""Americans_with_Disabilities_Act"", ""requires"", ""reasonable_accommodations""], [""Americans_with_Disabilities_Act"", ""imposes"", ""accessibility_requirements""]]"
152,"The Apache Software Foundation is a decentralized open source community of developers. The software they produce is distributed under the terms of the Apache License, a permissive open-source license for free and open-source software (FOSS). The Apache projects are characterized by a collaborative, consensus-based development process and an open and pragmatic software license, which is to say that it allows developers, who receive the software freely, to redistribute it under non-free terms.  Each project is managed by a self-selected team of technical experts who are active contributors to the project. The ASF is a meritocracy, implying that membership of the foundation is granted only to volunteers who have actively contributed to Apache projects. The ASF is considered a second-generation open-source organization, in that commercial support is provided without the risk of platform lock-in.","[[""Apache_Software_Foundation"", ""is"", ""decentralized_open_source_community""], [""Apache_Software_Foundation"", ""produces"", ""software""], [""software"", ""distributed_under"", ""Apache_License""], [""Apache_License"", ""is"", ""permissive_open-source_license""], [""Apache_License"", ""for"", ""FOSS""], [""Apache_projects"", ""characterized_by"", ""collaborative_development_process""], [""Apache_projects"", ""characterized_by"", ""open_and_pragmatic_software_license""], [""Apache_projects"", ""managed_by"", ""self-selected_team_of_technical_experts""], [""ASF"", ""is"", ""meritocracy""], [""ASF"", ""grants_membership_to"", ""volunteers""], [""volunteers"", ""must_contribute_to"", ""Apache_projects""], [""ASF"", ""considered"", ""second-generation_open-source_organization""], [""ASF"", ""provides"", ""commercial_support""]]","The Apache Software Foundation is a decentralized open source community of developers. The Apache projects are characterized by a collaborative, consensus-based development process and an open and pragmatic software license, which is to say that it allows developers, who receive the software freely, to redistribute it under non-free terms. The software they produce is distributed under the terms of the Apache License, a permissive open-source license for free and open-source software (FOSS). Each project is managed by a self-selected team of technical experts who are active contributors to the project. The ASF is a meritocracy, implying that membership of the foundation is granted only to volunteers who have actively contributed to Apache projects. The ASF is considered a second-generation open-source organization, in that commercial support is provided without the risk of platform lock-in.","[[""Apache_Software_Foundation"", ""is"", ""decentralized_open_source_community""], [""Apache_projects"", ""characterized_by"", ""collaborative_development_process""], [""Apache_projects"", ""characterized_by"", ""open_and_pragmatic_software_license""], [""software"", ""distributed_under"", ""Apache_License""], [""Apache_License"", ""is"", ""permissive_open-source_license""], [""Apache_License"", ""for"", ""FOSS""], [""Apache_projects"", ""managed_by"", ""self-selected_team_of_technical_experts""], [""ASF"", ""is"", ""meritocracy""], [""ASF"", ""grants_membership_to"", ""volunteers""], [""volunteers"", ""must_contribute_to"", ""Apache_projects""], [""ASF"", ""considered"", ""second-generation_open-source_organization""], [""ASF"", ""provides"", ""commercial_support""]]"
153,"Alaric began his career under the Gothic soldier Gainas and later joined the Roman army. Once an ally of Rome under the Roman emperor Theodosius, Alaric helped defeat the Franks and other allies of a would-be Roman usurper. Despite losing many thousands of his men, he received little recognition from Rome and left the Roman army disappointed. After the death of Theodosius and the disintegration of the Roman armies in 395, he is described as king of the Visigoths. As the leader of the only effective field force remaining in the Balkans, he sought Roman legitimacy, never quite achieving a position acceptable to himself or to the Roman authorities.","[[""Alaric"", ""began_career_under"", ""Gainas""], [""Alaric"", ""joined"", ""Roman_army""], [""Alaric"", ""allied_with"", ""Rome""], [""Alaric"", ""helped_defeat"", ""Franks""], [""Alaric"", ""fought_against"", ""Roman_usurper""], [""Theodosius"", ""was"", ""Roman_emperor""], [""Alaric"", ""left"", ""Roman_army""], [""Theodosius"", ""died_in"", ""395""], [""Roman_armies"", ""disintegrated_in"", ""395""], [""Alaric"", ""was"", ""king_of_Visigoths""], [""Alaric"", ""sought"", ""Roman_legitimacy""], [""Alaric"", ""led"", ""effective_field_force_in_Balkans""]]","Alaric began his career under the Gothic soldier Gainas and later joined the Roman army. After the death of Theodosius and the disintegration of the Roman armies in 395, he is described as king of the Visigoths. Despite losing many thousands of his men, he received little recognition from Rome and left the Roman army disappointed. Once an ally of Rome under the Roman emperor Theodosius, Alaric helped defeat the Franks and other allies of a would-be Roman usurper. As the leader of the only effective field force remaining in the Balkans, he sought Roman legitimacy, never quite achieving a position acceptable to himself or to the Roman authorities.","[[""Alaric"", ""began_career_under"", ""Gainas""], [""Alaric"", ""joined"", ""Roman_army""], [""Alaric"", ""allied_with"", ""Rome""], [""Alaric"", ""helped_defeat"", ""Franks""], [""Alaric"", ""fought_against"", ""Roman_usurper""], [""Theodosius"", ""was"", ""Roman_emperor""], [""Alaric"", ""left"", ""Roman_army""], [""Theodosius"", ""died_in"", ""395""], [""Roman_armies"", ""disintegrated_in"", ""395""], [""Alaric"", ""was"", ""king_of_Visigoths""], [""Alaric"", ""sought"", ""Roman_legitimacy""], [""Alaric"", ""led"", ""effective_field_force_in_Balkans""]]"
154,"The lustrous fiber is traditionally hand-loomed into various indigenous textiles (abacá cloth or medriñaque) in the Philippines. They still figure prominently as the traditional material of the barong tagalog, the national male attire of the Philippines, as well as in sheer lace-like fabrics called nipis used in various clothing components. Native abacá textiles also survive into the modern era among various ethnic groups, like the t'nalak of the T'boli people and the dagmay of the Bagobo people. Abacá is also used in traditional Philippine millinery, as well as for bags, shawls, and other decorative items. The hatmaking straw made from Manila hemp is called tagal or tagal straw.","[[""Abacá"", ""used_in"", ""Philippines""], [""Abacá"", ""made_into"", ""abacá_cloth""], [""Abacá"", ""made_into"", ""medriñaque""], [""Abacá"", ""used_in"", ""barong_tagalog""], [""Barong_tagalog"", ""is"", ""national_male_attire""], [""Barong_tagalog"", ""of"", ""Philippines""], [""Abacá"", ""used_in"", ""nipis""], [""Nipis"", ""is"", ""lace-like_fabric""], [""Abacá"", ""used_by"", ""T\""boli_people""], [""T\""boli_people"", ""create"", ""t\""nalak""], [""Abacá"", ""used_by"", ""Bagobo_people""], [""Bagobo_people"", ""create"", ""dagmay""], [""Abacá"", ""used_in"", ""traditional_Philippine_millinery""], [""Abacá"", ""used_in"", ""bags""], [""Abacá"", ""used_in"", ""shawls""], [""Manila_hemp"", ""made_into"", ""tagal_straw""]]","The lustrous fiber is traditionally hand-loomed into various indigenous textiles (abacá cloth or medriñaque) in the Philippines. Native abacá textiles also survive into the modern era among various ethnic groups, like the t'nalak of the T'boli people and the dagmay of the Bagobo people. They still figure prominently as the traditional material of the barong tagalog, the national male attire of the Philippines, as well as in sheer lace-like fabrics called nipis used in various clothing components. Abacá is also used in traditional Philippine millinery, as well as for bags, shawls, and other decorative items. The hatmaking straw made from Manila hemp is called tagal or tagal straw.","[[""Abacá"", ""used_in"", ""Philippines""], [""Abacá"", ""made_into"", ""abacá_cloth""], [""Abacá"", ""made_into"", ""medriñaque""], [""Abacá"", ""used_in"", ""barong_tagalog""], [""Barong_tagalog"", ""is"", ""national_male_attire""], [""Barong_tagalog"", ""of"", ""Philippines""], [""Abacá"", ""used_in"", ""nipis""], [""Nipis"", ""is"", ""lace-like_fabric""], [""Abacá"", ""used_by"", ""T\""boli_people""], [""T\""boli_people"", ""create"", ""t\""nalak""], [""Abacá"", ""used_by"", ""Bagobo_people""], [""Bagobo_people"", ""create"", ""dagmay""], [""Abacá"", ""used_in"", ""traditional_Philippine_millinery""], [""Abacá"", ""used_in"", ""bags""], [""Abacá"", ""used_in"", ""shawls""], [""Manila_hemp"", ""made_into"", ""tagal_straw""]]"
