id,paragraph_1,kg_1,paragraph_2,kg_2
90,"Via the Appomattox River and the Bush River , it is part of the James River watershed .","[[""Appomattox_River"", ""part_of"", ""James_River_watershed""], [""Bush_River"", ""part_of"", ""James_River_watershed""]]",Over the Bush River and Appomattox River it is part of the watershed of the James River .,[]
91,"Jones lives with his wife Cheryl , his son Nathan , and his three daughters , Ella , Coral , and Holly in London .","[[""Jones"", ""lives_with"", ""Cheryl""], [""Jones"", ""lives_with"", ""Nathan""], [""Jones"", ""lives_with"", ""Ella""], [""Jones"", ""lives_with"", ""Coral""], [""Jones"", ""lives_with"", ""Holly""], [""Jones"", ""lives_in"", ""London""], [""Nathan"", ""is_son_of"", ""Jones""], [""Ella"", ""is_daughter_of"", ""Jones""], [""Coral"", ""is_daughter_of"", ""Jones""], [""Holly"", ""is_daughter_of"", ""Jones""], [""Cheryl"", ""is_wife_of"", ""Jones""]]","Jones lives with his wife Cheryl , his son Nathan , and the three daughters Holly , Coral and Ella in London .","[[""Jones"", ""lives_with"", ""Cheryl""], [""Jones"", ""lives_with"", ""Nathan""], [""Jones"", ""lives_with"", ""Ella""], [""Jones"", ""lives_with"", ""Coral""], [""Jones"", ""lives_with"", ""Holly""], [""Jones"", ""lives_in"", ""London""], [""Nathan"", ""is_son_of"", ""Jones""], [""Ella"", ""is_daughter_of"", ""Jones""], [""Coral"", ""is_daughter_of"", ""Jones""], [""Holly"", ""is_daughter_of"", ""Jones""], [""Cheryl"", ""is_wife_of"", ""Jones""]]"
92,"The established Republican George Allen ran for a third term , but lost to Democrat Chuck Robb .","[[""George_Allen"", ""ran_for"", ""third_term""], [""George_Allen"", ""lost_to"", ""Chuck_Robb""], [""Chuck_Robb"", ""is"", ""Democrat""]]","Chuck Robb was ran as incumbent for a third term , but lost to Republican George Allen .","[[""Chuck_Robb"", ""ran_for"", ""third_term""], [""Chuck_Robb"", ""lost_to"", ""George_Allen""], [""George_Allen"", ""is"", ""Republican""]]"
93,"The band then added bassist Duane Cowan , who recently moved from Los Angeles to Japan .","[[""band"", ""added"", ""Duane_Cowan""], [""Duane_Cowan"", ""moved_from"", ""Los_Angeles""], [""Duane_Cowan"", ""moved_to"", ""Japan""]]","The band then added bassist Duane Cowan , who had recently relocated from Los Angeles to Japan .","[[""band"", ""added"", ""Duane_Cowan""], [""Duane_Cowan"", ""relocated_from"", ""Los_Angeles""], [""Duane_Cowan"", ""relocated_to"", ""Japan""]]"
94,This theory did not explain the observed instability of colloidal dispersions against irreversible aggregation in solutions of high ionic strength .,"[[""theory"", ""did_not_explain"", ""observed_instability""], [""observed_instability"", ""of"", ""colloidal_dispersions""], [""colloidal_dispersions"", ""against"", ""irreversible_aggregation""], [""irreversible_aggregation"", ""in"", ""solutions""], [""solutions"", ""have"", ""high_ionic_strength""]]",This theory did not explain the observed instability of irreversible dispersions against colloidal aggregation in solutions with high ionic strength .,"[[""theory"", ""did_not_explain"", ""observed_instability""], [""observed_instability"", ""of"", ""irreversible_dispersions""], [""irreversible_dispersions"", ""against"", ""colloidal_aggregation""], [""colloidal_aggregation"", ""in"", ""solutions""], [""solutions"", ""have"", ""high_ionic_strength""]]"
95,"During the election crisis of 2004 , Kushnaryov agitated for the creation of an independent southeastern Ukrainian state in the case of Viktor Yushchenko 's victory .",[],"During the 2004 election crisis , Kushnaryov returned for the creation of an independent southeastern Ukrainian state in the case of the victory of Viktor Yushchenko .","[[""Kushnaryov"", ""returned_for"", ""independent_southeastern_Ukrainian_state""], [""independent_southeastern_Ukrainian_state"", ""location"", ""southeastern_Ukraine""], [""Kushnaryov"", ""supported_in_case_of"", ""Viktor_Yushchenko""], [""Viktor_Yushchenko"", ""potential_victory"", ""2004_election""]]"
96,"Philip Norman , the biographer of the Beatles , wrote that Charles Sutcliffe was a heavy drinker and physically cruel to his wife , which the young Sutcliffe had watched .","[[""Philip_Norman"", ""is"", ""biographer_of_the_Beatles""], [""Charles_Sutcliffe"", ""was"", ""heavy_drinker""], [""Charles_Sutcliffe"", ""was"", ""physically_cruel""], [""Charles_Sutcliffe"", ""cruel_to"", ""his_wife""], [""young_Sutcliffe"", ""watched"", ""Charles_Sutcliffe""]]","The Beatles ' biographer , Philip Norman , wrote that Charles Sutcliffe was a heavy drinker and physically cruel to his wife , which the young Sutcliffe had witnessed .","[[""Philip_Norman"", ""is"", ""biographer_of_the_Beatles""], [""Charles_Sutcliffe"", ""was"", ""heavy_drinker""], [""Charles_Sutcliffe"", ""was"", ""physically_cruel""], [""Charles_Sutcliffe"", ""cruel_to"", ""his_wife""], [""young_Sutcliffe"", ""witnessed"", ""Charles_Sutcliffe""]]"
97,"The qualification rounds for the four previous World Cups were very confusing , with controversial rules and many withdrawals .","[[""qualification_rounds"", ""part_of"", ""World_Cups""], [""qualification_rounds"", ""had"", ""controversial_rules""], [""qualification_rounds"", ""had"", ""many_withdrawals""]]","The qualification rounds for the four previous World Cups were very confusing , with controversial rules and many shortfalls .","[[""qualification_rounds"", ""part_of"", ""World_Cups""], [""qualification_rounds"", ""had"", ""controversial_rules""], [""qualification_rounds"", ""had"", ""many_shortfalls""]]"
98,It allowed users to create mobile-ready projects that adapt to any screen size and orientation .,"[[""users"", ""can_create"", ""mobile-ready_projects""], [""mobile-ready_projects"", ""adapt_to"", ""any_screen_size""], [""mobile-ready_projects"", ""adapt_to"", ""any_orientation""]]",It allowed users to create ready-to-run projects that adapt to any screen size and orientation .,"[[""users"", ""can_create"", ""ready-to-run_projects""], [""ready-to-run_projects"", ""adapt_to"", ""any_screen_size""], [""ready-to-run_projects"", ""adapt_to"", ""any_orientation""]]"
99,"Neptunea alexeyevi is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true pustules .","[[""Neptunea_alexeyevi"", ""is"", ""sea_snail""], [""Neptunea_alexeyevi"", ""is"", ""marine_gastropod_mollusk""], [""Neptunea_alexeyevi"", ""family"", ""Buccinidae""], [""Buccinidae"", ""is"", ""true_pustules""], [""Neptunea_alexeyevi"", ""type"", ""true_pustules""]]","Neptunea alexeyevi is a sea snail species , a true gastropod mollusk in the Buccinidae family , the whelks marine .","[[""Neptunea_alexeyevi"", ""is"", ""sea_snail_species""], [""Neptunea_alexeyevi"", ""is"", ""true_gastropod_mollusk""], [""Neptunea_alexeyevi"", ""family"", ""Buccinidae""], [""Buccinidae"", ""is"", ""whelks""], [""Neptunea_alexeyevi"", ""type"", ""whelks""]]"
100,"Balıklı is a village in the district of Gümüşhacıköy , Turkey , province Amasya .","[[""Balıklı"", ""location"", ""Gümüşhacıköy""], [""Balıklı"", ""country"", ""Turkey""], [""Gümüşhacıköy"", ""location"", ""Amasya""]]","Balıklı is a village in the District of Gümüşhacıköy , Turkey , Amasya Province .","[[""Balıklı"", ""location"", ""Gümüşhacıköy""], [""Balıklı"", ""country"", ""Turkey""], [""Gümüşhacıköy"", ""location"", ""Amasya""]]"
101,In 1281 Simon de Beaulieu was appointed Archbishop of Bourges by Pope Martin IV ( Simon de Brion ) .,"[[""Simon_de_Beaulieu"", ""appointed_by"", ""Pope_Martin_IV""], [""Simon_de_Beaulieu"", ""appointed_as"", ""Archbishop_of_Bourges""]]",In 1281 Simon de Brion was appointed by Pope Martin IV ( Simon de Beaulieu ) as Archbishop of Bourges .,"[[""Simon_de_Brion"", ""appointed_by"", ""Pope_Martin_IV""], [""Simon_de_Brion"", ""appointed_as"", ""Archbishop_of_Bourges""]]"
102,The ditch was cut from rock and about 5 m wide and 4 to 5 m deep .,"[[""ditch"", ""cut_from"", ""rock""], [""ditch"", ""width"", ""5_m""], [""ditch"", ""depth"", ""4_to_5_m""]]",The ditch was cut out of rock and about 5 m deep and 4 to 5 m wide .,"[[""ditch"", ""cut_from"", ""rock""], [""ditch"", ""depth"", ""5_m""], [""ditch"", ""width"", ""4_to_5_m""]]"
103,"The Gradis family was Jewish , and had probably moved to Portugal from Bordeaux around 1495 .","[[""Gradis_family"", ""was"", ""Jewish""], [""Gradis_family"", ""moved_from"", ""Bordeaux""], [""Gradis_family"", ""moved_to"", ""Portugal""], [""Gradis_family"", ""moved_around"", ""1495""]]",The Gradis family was Jewish and was probably moved from Portugal to Bordeaux around 1495 .,"[[""Gradis_family"", ""was"", ""Jewish""], [""Gradis_family"", ""moved_from"", ""Portugal""], [""Gradis_family"", ""moved_to"", ""Bordeaux""], [""Gradis_family"", ""moved_around"", ""1495""]]"
104,"Born in Gambia to Gambian parents , Adams debuted for the England national team in November 2017 , against Morocco B .","[[""Adams"", ""born_in"", ""Gambia""], [""Adams"", ""parents_from"", ""Gambia""], [""Adams"", ""debuted_for"", ""England""], [""Adams"", ""debuted_against"", ""Morocco_B""], [""Adams"", ""debuted_in"", ""November_2017""]]","Adams was born in England to Gambian parents , and in November 2017 Adams debuted for the Gambia national team against Morocco .","[[""Adams"", ""born_in"", ""England""], [""Adams"", ""parents_from"", ""Gambia""], [""Adams"", ""debuted_for"", ""Gambia""], [""Adams"", ""debuted_against"", ""Morocco""], [""Adams"", ""debuted_in"", ""November_2017""]]"
105,"Staf Scheirlinckx ( born March 12 , 1979 in Herzele ) is a professional racing cyclist , brother of another former Belgian bicycle professional , Bert Scheirlinckx .","[[""Staf_Scheirlinckx"", ""born_in"", ""Herzele""], [""Staf_Scheirlinckx"", ""born_on"", ""March_12_1979""], [""Staf_Scheirlinckx"", ""is"", ""professional_racing_cyclist""], [""Staf_Scheirlinckx"", ""brother_of"", ""Bert_Scheirlinckx""], [""Bert_Scheirlinckx"", ""is"", ""Belgian_bicycle_professional""]]","Staf Scheirlinckx ( born March 12 , 1979 in Herzele ) is a former Belgian road cyclist , the brother of another cyclist professional , Bert Scheirlinckx .","[[""Staf_Scheirlinckx"", ""born_in"", ""Herzele""], [""Staf_Scheirlinckx"", ""born_on"", ""March_12_1979""], [""Staf_Scheirlinckx"", ""is"", ""former_Belgian_road_cyclist""], [""Staf_Scheirlinckx"", ""brother_of"", ""Bert_Scheirlinckx""], [""Bert_Scheirlinckx"", ""is"", ""cyclist_professional""]]"
106,"Both the stems and leaves have soft hairs , often somewhat sticky .","[[""stems"", ""have"", ""soft_hairs""], [""leaves"", ""have"", ""soft_hairs""], [""soft_hairs"", ""are"", ""sticky""]]","Both stems and leaves have sticky hairs , often somewhat soft .","[[""stems"", ""have"", ""sticky_hairs""], [""leaves"", ""have"", ""sticky_hairs""], [""sticky_hairs"", ""are"", ""soft""]]"
107,"Nagano Prefecture , Japan is a dam in the Tokiwa Dam , completed in 1941 .","[[""Nagano_Prefecture"", ""location"", ""Japan""], [""Tokiwa_Dam"", ""location"", ""Nagano_Prefecture""], [""Tokiwa_Dam"", ""completed_in"", ""1941""]]","Tokiwa Dam is a dam completed in the prefecture of Nagano , Japan , in 1941 .","[[""Tokiwa_Dam"", ""location"", ""Nagano_Prefecture""], [""Nagano_Prefecture"", ""location"", ""Japan""], [""Tokiwa_Dam"", ""completed_in"", ""1941""]]"
108,"In 1828 , Yeoman married Laetitia Snyder of Albany , with whom he had two daughters and three sons .","[[""Yeoman"", ""married"", ""Laetitia_Snyder""], [""Yeoman"", ""birthplace_not_mentioned"", ""not_applicable""], [""Laetitia_Snyder"", ""from"", ""Albany""], [""Yeoman"", ""had_children"", ""two_daughters""], [""Yeoman"", ""had_children"", ""three_sons""]]","Yeomans married Laetitia Snyder of Albany in 1828 , with whom he had two daughters and three sons .","[[""Yeomans"", ""married"", ""Laetitia_Snyder""], [""Laetitia_Snyder"", ""from"", ""Albany""], [""Yeomans"", ""had_children"", ""two_daughters""], [""Yeomans"", ""had_children"", ""three_sons""]]"
109,"Wanjiru 's cousin Joseph Riri is a world-class marathon runner , and Wanjiru 's younger brother Simon Njoroge is also a long-distance runner .","[[""Wanjiru"", ""cousin"", ""Joseph_Riri""], [""Joseph_Riri"", ""is"", ""world_class_marathon_runner""], [""Wanjiru"", ""younger_brother"", ""Simon_Njoroge""], [""Simon_Njoroge"", ""is"", ""long_distance_runner""]]","Wanjiru 's cousin Joseph Riri is a world class marathon runner , and Wanjiru 's younger brother , Simon Njoroge , is also a long-distance runner .","[[""Wanjiru"", ""cousin"", ""Joseph_Riri""], [""Joseph_Riri"", ""is"", ""world_class_marathon_runner""], [""Wanjiru"", ""younger_brother"", ""Simon_Njoroge""], [""Simon_Njoroge"", ""is"", ""long_distance_runner""]]"
110,Mazinho is the father of current players Thiago of Bayern Munich and Rafinha of Inter Milan .,"[[""Mazinho"", ""father_of"", ""Thiago""], [""Thiago"", ""plays_for"", ""Bayern_Munich""], [""Mazinho"", ""father_of"", ""Rafinha""], [""Rafinha"", ""plays_for"", ""Inter_Milan""]]",Thiago is the father of the current players Mazinho of Inter Milan and Rafinha of the FC Bayern Munich .,"[[""Thiago"", ""father_of"", ""Mazinho""], [""Mazinho"", ""plays_for"", ""Inter_Milan""], [""Thiago"", ""father_of"", ""Rafinha""], [""Rafinha"", ""plays_for"", ""FC_Bayern_Munich""]]"
111,A back injury forced Dan Lauzon out of his bout with Rafaello Oliveira and he was replaced by Nik Lentz .,"[[""Dan_Lauzon"", ""forced_out_by"", ""back_injury""], [""Dan_Lauzon"", ""replaced_by"", ""Nik_Lentz""], [""Dan_Lauzon"", ""had_bout_with"", ""Rafaello_Oliveira""]]",A back injury forced Dan Lauzon out of his fight with Rafaello Oliveira and was replaced by Nik Lentz .,"[[""Dan_Lauzon"", ""forced_out_by"", ""back_injury""], [""Dan_Lauzon"", ""replaced_by"", ""Nik_Lentz""], [""Dan_Lauzon"", ""had_fight_with"", ""Rafaello_Oliveira""]]"
112,"The polychrome mosaics of the villa are geometric designs , stylistically close to North African mosaics , and damaged areas indicate that figures were also included .","[[""villa"", ""has"", ""polychrome_mosaics""], [""polychrome_mosaics"", ""are"", ""geometric_designs""], [""polychrome_mosaics"", ""stylistically_close_to"", ""North_African_mosaics""], [""damaged_areas"", ""indicate"", ""included_figures""]]","The polychrome mosaics of the villa are geometric designs , stylistically close to North African mosaics , and damaged areas suggest figures were also included .","[[""villa"", ""has"", ""polychrome_mosaics""], [""polychrome_mosaics"", ""are"", ""geometric_designs""], [""polychrome_mosaics"", ""stylistically_close_to"", ""North_African_mosaics""], [""damaged_areas"", ""suggest"", ""included_figures""]]"
113,"In many provinces , mosques were bombed and Hui was slaughtered or destroyed by Japanese troops .","[[""mosques"", ""bombed_by"", ""Japanese_troops""], [""Hui"", ""slaughtered_by"", ""Japanese_troops""], [""Hui"", ""destroyed_by"", ""Japanese_troops""], [""mosques"", ""location"", ""many_provinces""]]",Mosques were bombed and in many provinces Hui were slaughtered by Japanese troops or destroyed .,"[[""mosques"", ""bombed_by"", ""Japanese_troops""], [""Hui"", ""slaughtered_by"", ""Japanese_troops""], [""Hui"", ""destroyed_by"", ""Japanese_troops""], [""mosques"", ""location"", ""many_provinces""]]"
114,"Founded in 1959 by Gianni Ratto , it has introduced actors such as Fernanda Montenegro , Sérgio Britto , Italo Rossi , Tommy Wiseau and Fernando Torres .","[[""Gianni_Ratto"", ""founded_in"", ""1959""], [""Gianni_Ratto"", ""creator"", ""the_school""], [""the_school"", ""introduced"", ""Fernanda_Montenegro""], [""the_school"", ""introduced"", ""Sérgio_Britto""], [""the_school"", ""introduced"", ""Ítalo_Rossi""], [""the_school"", ""introduced"", ""Tommy_Wiseau""], [""the_school"", ""introduced"", ""Fernando_Torres""]]","Founded in 1959 by Gianni Ratto , it has featured actors such as Fernanda Montenegro , Sérgio Britto , Ítalo Rossi , Tommy Wiseau , and Fernando Torres .","[[""Gianni_Ratto"", ""founded_in"", ""1959""], [""Gianni_Ratto"", ""creator"", ""the_school""], [""the_school"", ""featured"", ""Fernanda_Montenegro""], [""the_school"", ""featured"", ""Sérgio_Britto""], [""the_school"", ""featured"", ""Ítalo_Rossi""], [""the_school"", ""featured"", ""Tommy_Wiseau""], [""the_school"", ""featured"", ""Fernando_Torres""]]"
115,These predictive functions are referred to as pedo-transfer functions in a non-spatial context .,"[[""pedo-transfer_functions"", ""referred_to_as"", ""predictive_functions""], [""pedo-transfer_functions"", ""used_in"", ""non-spatial_context""]]",These pedo-transfer functions are referred to as predictive functions in a non-spatial context .,"[[""pedo-transfer_functions"", ""referred_to_as"", ""predictive_functions""], [""pedo-transfer_functions"", ""used_in"", ""non-spatial_context""]]"
116,He intervened in the war of Awan and Waroux and participated in the siege of Maastricht in 1334 .,"[[""He"", ""intervened_in"", ""war_of_Awan_and_Waroux""], [""He"", ""participated_in"", ""siege_of_Maastricht""], [""siege_of_Maastricht"", ""occurred_in"", ""1334""]]",He participated in the War of Awans and Waroux and intervened in the 1334 siege of Maastricht .,"[[""He"", ""participated_in"", ""War_of_Awans_and_Waroux""], [""He"", ""intervened_in"", ""siege_of_Maastricht""], [""siege_of_Maastricht"", ""occurred_in"", ""1334""]]"
117,The Jimmy - Perez novels have been dramatized as the TV - Detective - Series '' Vera `` and the Vera - Stanhope - Romane as the series '' Shetland '' .,"[[""Jimmy_Perez_novels"", ""dramatized_as"", ""Vera""], [""Jimmy_Perez_novels"", ""dramatized_as"", ""TV_Detective_Series""], [""Vera_Stanhope_Romane"", ""dramatized_as"", ""Shetland""]]",The Jimmy Perez novels have been dramatized as the TV detective series `` Vera '' and the Vera Stanhope novels as the series `` Shetland '' .,"[[""Jimmy_Perez_novels"", ""dramatized_as"", ""Vera""], [""Vera_Stanhope_novels"", ""dramatized_as"", ""Shetland""], [""Vera"", ""is"", ""TV_detective_series""], [""Shetland"", ""is"", ""series""]]"
118,"It was assigned to Felidae by Carroll ( 1988 ) , but later it was later placed within Nimravidae .","[[""Felidae"", ""assigned_by"", ""Carroll""], [""Carroll"", ""published_in"", ""1988""], [""Nimravidae"", ""assigned_later"", ""Felidae""]]","It was assigned to Felidae by Carroll ( 1988 ) , but then later , it was placed within Nimravidae .","[[""Felidae"", ""assigned_by"", ""Carroll""], [""Carroll"", ""published_in"", ""1988""], [""Nimravidae"", ""assigned_later"", ""Felidae""]]"
119,By unanimous decision Dan Barrera defeated Saunders .,"[[""Dan_Barrera"", ""defeated"", ""Saunders""], [""Dan_Barrera"", ""won_by"", ""unanimous_decision""]]",Dan Barrera defeated Saunders at by unanimous decision .,"[[""Dan_Barrera"", ""defeated"", ""Saunders""], [""Dan_Barrera"", ""won_by"", ""unanimous_decision""]]"
120,The London Reefs are located between and in the South China Sea of Spratly Islands .,"[[""London_Reefs"", ""location"", ""South_China_Sea""], [""London_Reefs"", ""location"", ""Spratly_Islands""]]",The London Reefs are located between and ( and ) in the Spratly Islands of the South China Sea .,"[[""London_Reefs"", ""location"", ""Spratly_Islands""], [""London_Reefs"", ""location"", ""South_China_Sea""]]"
121,"However , the original flag had a green colour instead of brownish .","[[""original_flag"", ""had_colour"", ""green""], [""original_flag"", ""did_not_have_colour"", ""brownish""]]","The original flag , however , had a brownish color instead of green .","[[""original_flag"", ""had_colour"", ""brownish""], [""original_flag"", ""did_not_have_colour"", ""green""]]"
122,The park is situated about an hour and a half south of San Francisco or five hours north of Los Angeles .,"[[""park"", ""situated_south_of"", ""San_Francisco""], [""park"", ""situated_north_of"", ""Los_Angeles""]]","The park lies about an hour and a half north of Los Angeles , or five hours south of San Francisco .","[[""park"", ""lies_north_of"", ""Los_Angeles""], [""park"", ""lies_south_of"", ""San_Francisco""]]"
123,"In his retirement , MacDonald wrote the `` Macdonald dictionary of Canterbury - Biographies '' , a collection of 12,000 biographies run by the Canterbury museum .","[[""MacDonald"", ""wrote"", ""Macdonald_dictionary_of_Canterbury_Biographies""], [""Macdonald_dictionary_of_Canterbury_Biographies"", ""instance_of"", ""collection_of_biographies""], [""Macdonald_dictionary_of_Canterbury_Biographies"", ""contains"", ""12,000_biographies""], [""Macdonald_dictionary_of_Canterbury_Biographies"", ""run_by"", ""Canterbury_museum""], [""MacDonald"", ""retired_to_write"", ""Macdonald_dictionary_of_Canterbury_Biographies""]]","In his retirement , Macdonald wrote the `` MacDonald dictionary of Canterbury - Biographies '' , a collection of 12,000 biographies run by the Canterbury Museum .","[[""Macdonald"", ""wrote"", ""MacDonald_dictionary_of_Canterbury_Biographies""], [""MacDonald_dictionary_of_Canterbury_Biographies"", ""instance_of"", ""collection_of_biographies""], [""MacDonald_dictionary_of_Canterbury_Biographies"", ""contains"", ""12,000_biographies""], [""MacDonald_dictionary_of_Canterbury_Biographies"", ""run_by"", ""Canterbury_Museum""], [""Macdonald"", ""retired_to_write"", ""MacDonald_dictionary_of_Canterbury_Biographies""]]"
124,The La République En Marche group is a parliamentary group in the National Assembly including representatives of La République En Marche ! after the 2017 legislative elections .,"[[""La_République_En_Marche"", ""is"", ""parliamentary_group""], [""La_République_En_Marche"", ""has_representatives_in"", ""National_Assembly""], [""La_République_En_Marche"", ""formed_after"", ""2017_legislative_elections""]]","The République En Marche Group is a group in the National Assembly , including representatives of La République En Marche following the 2017 parliamentary elections .","[[""République_En_Marche_Group"", ""is"", ""group""], [""République_En_Marche_Group"", ""has_representatives_of"", ""La_République_En_Marche""], [""La_République_En_Marche"", ""has_representatives_in"", ""National_Assembly""], [""La_République_En_Marche"", ""formed_after"", ""2017_parliamentary_elections""]]"
125,"The text of the Kanuni , often contested and with many different interpretations which only evolved since 15th century , was significantly named after Dukagjini .","[[""Kanuni"", ""named_after"", ""Dukagjini""], [""Kanuni"", ""has_interpretations_since"", ""15th_century""]]","The Kanuni text , often controversial and with many different interpretations , which have evolved significantly since the 15th century , was named after Dukagjini only .","[[""Kanuni"", ""named_after"", ""Dukagjini""], [""Kanuni"", ""has_interpretations_since"", ""15th_century""]]"
126,"George Henry Compton Cavendish , first son of the second Earl of Burlington , was Member of Parliament for Aylesbury .","[[""George_Henry_Compton_Cavendish"", ""is"", ""first_son_of""], [""George_Henry_Compton_Cavendish"", ""was"", ""Member_of_Parliament""], [""George_Henry_Compton_Cavendish"", ""represented"", ""Aylesbury""]]","George Henry Compton Cavendish , the first son of the second Earl of Burlington , was a Member of Parliament for Aylesbury .","[[""George_Henry_Compton_Cavendish"", ""is"", ""first_son_of""], [""George_Henry_Compton_Cavendish"", ""was"", ""Member_of_Parliament""], [""George_Henry_Compton_Cavendish"", ""represented"", ""Aylesbury""]]"
127,They were under the mentorship of Coach Glenn Capacio and Coach Norman Black .,"[[""They"", ""were_under_mentorship_of"", ""Coach_Glenn_Capacio""], [""They"", ""were_under_mentorship_of"", ""Coach_Norman_Black""]]",You were under the mentorship of Coach Norman Black and Coach Glenn Capacio .,"[[""You"", ""were_under_mentorship_of"", ""Coach_Norman_Black""], [""You"", ""were_under_mentorship_of"", ""Coach_Glenn_Capacio""]]"
128,"The North Indian Ocean cyclone season in 2005 was destructive and deadly for southern India , despite the weak storms .","[[""North_Indian_Ocean_cyclone_season"", ""occurred_in"", ""2005""], [""North_Indian_Ocean_cyclone_season"", ""was_destructive_for"", ""southern_India""], [""North_Indian_Ocean_cyclone_season"", ""was_deadly_for"", ""southern_India""]]","The North Indian Ocean cyclone season in 2005 , despite the destructive and lethal storms , was weak to southern India .","[[""North_Indian_Ocean_cyclone_season"", ""occurred_in"", ""2005""], [""North_Indian_Ocean_cyclone_season"", ""was_destructive_for"", ""southern_India""], [""North_Indian_Ocean_cyclone_season"", ""was_lethal_for"", ""southern_India""], [""North_Indian_Ocean_cyclone_season"", ""was_weak_to"", ""southern_India""]]"
129,"Original members of the NYL include : Fresno , Roosevelt , Merced , Visalia , Madera , Hanford and Edison .","[[""NYL"", ""has_original_member"", ""Fresno""], [""NYL"", ""has_original_member"", ""Roosevelt""], [""NYL"", ""has_original_member"", ""Merced""], [""NYL"", ""has_original_member"", ""Visalia""], [""NYL"", ""has_original_member"", ""Madera""], [""NYL"", ""has_original_member"", ""Hanford""], [""NYL"", ""has_original_member"", ""Edison""]]","Original members of the NYL are : Fresno , Roosevelt , Merced , Visalia , Madera , Hanford and Edison .","[[""NYL"", ""has_original_member"", ""Fresno""], [""NYL"", ""has_original_member"", ""Roosevelt""], [""NYL"", ""has_original_member"", ""Merced""], [""NYL"", ""has_original_member"", ""Visalia""], [""NYL"", ""has_original_member"", ""Madera""], [""NYL"", ""has_original_member"", ""Hanford""], [""NYL"", ""has_original_member"", ""Edison""]]"
130,"Monmouth Junction was created as the crossroads of three branches of the railway , the New York division of Pennsylvania Railroad , the Rocky Hill and the Jamesburg and Freehold .","[[""Monmouth_Junction"", ""created_at"", ""crossroads""], [""Monmouth_Junction"", ""location_of"", ""New_York_division_of_Pennsylvania_Railroad""], [""Monmouth_Junction"", ""location_of"", ""Rocky_Hill""], [""Monmouth_Junction"", ""location_of"", ""Jamesburg_and_Freehold""]]","Monmouth Junction was created as the junction of three rail branches , the New York division of the Pennsylvania Railroad , the Rocky Hill and the Jamesburg and Freehold .","[[""Monmouth_Junction"", ""created_at"", ""junction""], [""Monmouth_Junction"", ""location_of"", ""New_York_division_of_Pennsylvania_Railroad""], [""Monmouth_Junction"", ""location_of"", ""Rocky_Hill""], [""Monmouth_Junction"", ""location_of"", ""Jamesburg_and_Freehold""]]"
131,"The show 's title song was '' Life Goes On `` , written by Billy Vera and performed by John Bettis and George Tipton .","[[""Life_Goes_On"", ""written_by"", ""Billy_Vera""], [""Life_Goes_On"", ""performed_by"", ""John_Bettis""], [""Life_Goes_On"", ""performed_by"", ""George_Tipton""]]","The show 's theme song was `` Life Goes On '' , written by John Bettis and George Tipton and performed by Billy Vera .","[[""Life_Goes_On"", ""written_by"", ""John_Bettis""], [""Life_Goes_On"", ""written_by"", ""George_Tipton""], [""Life_Goes_On"", ""performed_by"", ""Billy_Vera""]]"
132,"During the 1850s , missionaries were sent to Germany , Hawaii , France , Italy , Scandinavia , Switzerland , India , Chile and a number of other countries .","[[""missionaries"", ""sent_to"", ""Germany""], [""missionaries"", ""sent_to"", ""Hawaii""], [""missionaries"", ""sent_to"", ""France""], [""missionaries"", ""sent_to"", ""Italy""], [""missionaries"", ""sent_to"", ""Scandinavia""], [""missionaries"", ""sent_to"", ""Switzerland""], [""missionaries"", ""sent_to"", ""India""], [""missionaries"", ""sent_to"", ""Chile""], [""missionaries"", ""sent_to"", ""other_countries""]]","In the 1850s , missionaries were sent to Germany , Hawaii , France , Italy , Scandinavia , Switzerland , India , Chile , and a number of other countries .","[[""missionaries"", ""sent_to"", ""Germany""], [""missionaries"", ""sent_to"", ""Hawaii""], [""missionaries"", ""sent_to"", ""France""], [""missionaries"", ""sent_to"", ""Italy""], [""missionaries"", ""sent_to"", ""Scandinavia""], [""missionaries"", ""sent_to"", ""Switzerland""], [""missionaries"", ""sent_to"", ""India""], [""missionaries"", ""sent_to"", ""Chile""], [""missionaries"", ""sent_to"", ""other_countries""]]"
133,"The film was produced , staged and edited by Bruce David Janu , the soundtrack was composed by Tom Flannery and Lorne Clarke .","[[""Bruce_David_Janu"", ""produced"", ""film""], [""Bruce_David_Janu"", ""staged"", ""film""], [""Bruce_David_Janu"", ""edited"", ""film""], [""Tom_Flannery"", ""composed_soundtrack"", ""film""], [""Lorne_Clarke"", ""composed_soundtrack"", ""film""]]","The film was produced , conducted and edited by Tom Flannery and Lorne Clarke , the soundtrack was composed by Bruce David Janu .","[[""Tom_Flannery"", ""produced"", ""film""], [""Tom_Flannery"", ""conducted"", ""film""], [""Tom_Flannery"", ""edited"", ""film""], [""Lorne_Clarke"", ""produced"", ""film""], [""Lorne_Clarke"", ""conducted"", ""film""], [""Lorne_Clarke"", ""edited"", ""film""], [""Bruce_David_Janu"", ""composed_soundtrack"", ""film""]]"
