row_id,sentence1,sentence2,kg1,kg2
113,"The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.","In Nairobi, the provost of All Saints Cathedral, the Very Reverend Peter Karanja, said the US Episcopal Church was alienating itself from the Anglican Communion.","[['The Episcopal Church', 'is alienating itself from', 'Anglican Communion'], ['Anglican Communion', 'consists_of', 'Anglican Churches'], ['Anglican Communion', 'headquartered_in', 'London'], ['The Episcopal Church', 'headquartered_in', 'United States'], ['The Episcopal Church', 'is_a', 'Anglican Church'], ['Very Rev. Peter Karanja', 'is_a', 'Provost'], ['Very Rev. Peter Karanja', 'is_a', 'Clergyman'], ['Very Rev. Peter Karanja', 'is_located_in', 'All Saints Cathedral'], ['All Saints Cathedral', 'located_in', 'Nairobi']]","[['The Episcopal Church', 'is_alienating_itself_from', 'Anglican Communion'], ['Anglican Communion', 'consists_of', 'Anglican Churches'], ['Anglican Communion', 'headquartered_in', 'London'], ['The Episcopal Church', 'headquartered_in', 'United States'], ['The Episcopal Church', 'is_a', 'Anglican Church'], ['Very Rev. Peter Karanja', 'is_a', 'Provost'], ['Very Rev. Peter Karanja', 'is_a', 'Clergyman'], ['Very Rev. Peter Karanja', 'is_located_in', 'All Saints Cathedral'], ['All Saints Cathedral', 'located_in', 'Nairobi']]"
114,"Counties with population declines will be Vermillion, Posey and Madison.","Vermillion, Posey and Madison County populations will decline.","[['County', 'has_name', 'Vermillion'], ['County', 'has_name', 'Posey'], ['County', 'has_name', 'Madison'], ['County', 'undergoes_process', 'population_decline']]","[['Vermillion', 'undergoes_process', 'population_decline'], ['Posey', 'undergoes_process', 'population_decline'], ['Madison', 'undergoes_process', 'population_decline']]"
115,"Swartz, indicted in February, had argued that New Hampshire was the wrong place to charge him.","Swartz had sought to have the charges dismissed, saying New Hampshire was the wrong place to charge him.","[['Aaron Swartz', 'argued', 'New Hampshire was the wrong place to charge him']]","[['Aaron Swartz', 'argued', 'New Hampshire was the wrong place to charge him']]"
116,"The last time the survey was conducted, in 1995, those numbers matched.","In 1995, the last survey, those numbers were equal.","[['last survey', 'was_conducted_in', '1995'], ['numbers', 'matched_in', 'last_survey']]","[['last survey', 'was_conducted', 'in_1995'], ['numbers', 'were_equal_in', 'last_survey']]"
117,Higher courts have ruled that the tablets broke the constitutional separation of church and state.,The federal courts have ruled that the monument violates the constitutional ban against state-established religion.,"[['higher courts', 'ruled', 'tablets broke constitutional separation'], ['tablets', 'broke', 'constitutional separation of church and state']]","[['federal courts', 'ruled', 'monument violates constitutional ban'], ['monument', 'violates', 'constitutional ban against state-established religion']]"
118,They were at Raffles Hospital over the weekend for further evaluation.,"They underwent more tests over the weekend, and are now warded at Raffles Hospital.","[['They', 'were_at', 'Raffles Hospital'], ['Raffles Hospital', 'is_a', 'Hospital'], ['They', 'underwent', 'further_evaluation']]","[['They', 'underwent', 'more_tests'], ['They', 'are_warded_at', 'Raffles Hospital'], ['Raffles Hospital', 'is_a', 'Hospital']]"
119,"When the bomb exploded at the Casa de España, customers were eating dinner and playing bingo.","At the Casa de Espaa, customers were eating dinner and playing bingo when a bomb went off.","[['Casa de España', 'location_of', 'event'], ['event', 'type', 'bomb_explosion'], ['customers', 'present_at', 'Casa de España'], ['customers', 'activity', 'eating_dinner'], ['customers', 'activity', 'playing_bingo']]","[['Casa de España', 'location_of', 'event'], ['event', 'type', 'bomb_explosion'], ['customers', 'present_at', 'Casa de España'], ['customers', 'activity', 'eating_dinner'], ['customers', 'activity', 'playing_bingo']]"
120,Plofsky said the commission won't investigate because the three-year statute of limitations has expired.,"The panel will not begin a formal investigation because the statute of limitations has expired, Plofsky said.","[['Plofsky', 'said', ""commission won't investigate""], ['commission', ""won't investigate"", 'because'], ['commission', ""won't investigate"", 'statute of limitations has expired'], ['statute of limitations', 'has expired', 'three-year']]","[['Plofsky', 'said', ""panel won't begin""], ['panel', ""won't begin"", 'formal investigation'], ['panel', ""won't begin"", 'because'], ['panel', ""won't begin"", 'statute of limitations has expired']]"
121,"In two weeks, he'll probably send out Peace Rules in the Preakness.",Frankel said Peace Rules will run in the Preakness Stakes on May 17.,"[['he', 'will_send_out', 'Peace Rules'], ['Peace Rules', 'participates_in', 'Preakness Stakes'], ['Preakness Stakes', 'date', 'May 17']]","[['Frankel', 'said', 'Peace Rules'], ['Peace Rules', 'will_run_in', 'Preakness Stakes'], ['Preakness Stakes', 'date', 'May 17']]"
122,"If convicted of the spying charges, he could face the death penalty.",The charges of espionage and aiding the enemy can carry the death penalty.,"[['he', 'could face', 'death penalty'], ['he', 'convicted of', 'spying charges'], ['spying charges', 'carry', 'death penalty']]","[['he', 'could face', 'death penalty'], ['he', 'charged with', 'espionage'], ['he', 'charged with', 'aiding the enemy'], ['espionage', 'carries', 'death penalty'], ['aiding the enemy', 'carries', 'death penalty']]"
123,"The technology-laced Nasdaq Composite Index was up 7.60 points, or 0.46 percent, at 1,653.62.","The broader Standard & Poor's 500 Index <.SPX> shed 2.38 points, or 0.24 percent, at 995.10.","[['Nasdaq Composite Index', 'was_up', '7.60_points'], ['Nasdaq Composite Index', 'was_at', '1,653.62'], ['Nasdaq Composite Index', 'percent_change', '0.46'], ['Nasdaq Composite Index', 'index_name', 'Nasdaq_Composite_Index']]","[[""Standard & Poor's 500 Index"", 'was_down', '2.38_points'], [""Standard & Poor's 500 Index"", 'was_at', '995.10'], [""Standard & Poor's 500 Index"", 'percent_change', '-0.24'], [""Standard & Poor's 500 Index"", 'index_name', ""Standard_&_Poor's_500_Index""]]"
124,Hilsenrath and Klarman each were indicted on three counts of securities fraud.,Klarman was charged with 16 counts of wire fraud.,"[['Hilsenrath', 'indicted on', 'three counts of securities fraud'], ['Klarman', 'indicted on', 'three counts of securities fraud'], ['Hilsenrath', 'identical_to', 'Klarman']]","[['Klarman', 'charged with', '16 counts of wire fraud']]"
125,Entrenched interests are positioning themselves to control the network's chokepoints and they are lobbying the FCC to aid and abet them.,"It may be dying because entrenched interests are positioning themselves to control the Internet's choke-points and they are lobbying the FCC to aid and abet them.""","[['entrenched interests', 'positioning_themselves', ""network's chokepoints""], ['entrenched interests', 'lobbying', 'FCC']]","[['it', 'may_be_dying', 'because'], ['entrenched_interests', 'positioning_themselves', ""internet's choke-points""], ['entrenched_interests', 'lobbying', 'FCC'], ['FCC', 'aiding_and_abetting', 'entrenched_interests']]"
126,But church members and observers say they expect that the decision could be problematic for many Episcopalians.,But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality.,"[['church members', 'expect', 'decision could be problematic'], ['decision', 'affects', 'many Episcopalians'], ['observers', 'say', 'decision could pose problems'], ['Episcopalians', 'belong to', 'church']]","[['church members', 'anticipate', 'decision could pose doctrinal problems'], ['some Episcopalians', 'believe', 'Bible prohibits homosexuality'], ['decision', 'affects', 'doctrinal beliefs'], ['Episcopalians', 'belong to', 'church']]"
127,Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.,"Steve Squyres, a Cornell University scientist, is principal investigator for the missions' science instruments.","[['Steve Squyres', 'is_principal_investigator_for', 'Athena_payload'], ['Athena_payload', 'is_collected_by', 'each_rover']]","[['Steve Squyres', 'is_principal_investigator_for', ""missions' science instruments""], [""missions' science instruments"", 'belongs_to', 'Cornell University']]"
128,"The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded.","The military said it had killed 16 rebels and captured nine in the campaign so far, with one soldier killed and six wounded.","[['military', 'killed', '12 rebels'], ['military', 'captured', '9 rebels'], ['campaign', 'lost', '6 soldiers'], ['soldiers', 'wounded', '6']]","[['military', 'killed', '16 rebels'], ['military', 'captured', '9 rebels'], ['campaign', 'lost', '1 soldier'], ['soldier', 'killed', '1'], ['soldiers', 'wounded', '6']]"
129,The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes.,"The team has named the sensor Canary, for cellular analysis and notification of antigen risks and yields.","[['CANARY (sensor)', 'named', 'Canary'], ['CANARY (sensor)', 'used for', 'cellular analysis and notification of antigen risks and yields']]","[['CANARY (sensor)', 'dubbed as', 'CANARY (sensor name)'], ['CANARY (sensor name)', 'described as', 'cellular analysis and notification of antigen risks and yields']]"
130,Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.,Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.,"[['Express Scripts ESRX.O', 'fell', '3.6%'], ['Express Scripts ESRX.O', 'closed_at', '$66.89'], ['Express Scripts ESRX.O', 'traded_on', 'Nasdaq']]","[['Express Scripts ESRX.O', 'fell_about', '4%'], ['Express Scripts ESRX.O', 'closed_at_approximately', '$66.73'], ['Express Scripts ESRX.O', 'traded_on', 'Nasdaq']]"
131,"One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania.","Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.","[['Sgt. Ernest Bucklew', 'was_coming_from', 'Iraq'], ['Sgt. Ernest Bucklew', 'had_been', 'on_his_way_to_his_mother_s_funeral'], ['Sgt. Ernest Bucklew', 'was_from', 'Fort_Carson'], ['Sgt. Ernest Bucklew', 'was', '33'], ['Sgt. Ernest Bucklew', 'was', 'a_soldier'], ['Pennsylvania', 'was_location_of', 'mother_s_funeral']]","[['Sgt. Ernest Bucklew', 'was_coming_from', 'Iraq'], ['Sgt. Ernest Bucklew', 'was_going_to', 'mother_s_funeral'], ['Sgt. Ernest Bucklew', 'was', '33'], ['Sgt. Ernest Bucklew', 'was', 'a_soldier'], ['Fort_Carson', 'was_location_of', 'Sgt_Ernest_Bucklew'], ['Pennsylvania', 'was_location_of', 'mother_s_funeral']]"
132,Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.,Shevaun Pennington disappeared on Saturday morning after arranging to meet 31-year-old Toby Studabaker.,"[['Shevaun Pennington', 'ran_away_with', 'Toby Studabaker'], ['Shevaun Pennington', 'disappeared', 'Saturday'], ['Toby Studabaker', 'age', '31']]","[['Shevaun Pennington', 'arranged_to_meet', 'Toby Studabaker'], ['Shevaun Pennington', 'disappeared', 'Saturday'], ['Toby Studabaker', 'age', '31']]"
133,"Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe.","While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.","[['lawyers and others', 'familiar with', 'federal investigation'], ['federal investigation', 'focused on', 'Campbell']]","[['lawyers and others', 'familiar with', 'federal investigation'], ['federal investigation', 'focused on', 'Campbell']]"
134,"The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86.","The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.","[['.DJI (Dow Jones industrial average)', 'was_off', '-58.69'], ['.DJI (Dow Jones industrial average)', 'was', '9137.86'], ['.DJI (Dow Jones industrial average)', 'decreased_by', '0.64'], ['.DJI (Dow Jones industrial average)', 'is_a', 'stock_index']]","[['.DJI (Dow Jones industrial average)', 'fell', '-86.56'], ['.DJI (Dow Jones industrial average)', 'was', '9109.99'], ['.DJI (Dow Jones industrial average)', 'decreased_by', '0.94'], ['.DJI (Dow Jones industrial average)', 'is_a', 'stock_index']]"
135,Peace Rules defeated Funny Cide in the Louisiana Derby.,But neither he nor Peace Rules could keep Funny Cide from drawing away.,"[['Peace Rules', 'defeated', 'Funny Cide'], ['Peace Rules', 'raced_in', 'Louisiana Derby']]","[['Funny Cide', ""couldn't_be_kept_from_drawing_away_by"", 'Peace Rules'], ['Funny Cide', 'raced_in', 'Louisiana Derby']]"
136,Waksal has pleaded guilty to securities fraud and is to be sentenced next week.,"Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.","[['Waksal', 'pleaded_guilty_to', 'securities_fraud'], ['Waksal', 'is_to_be_sentenced', 'next_week']]","[['Waksal', 'pleaded_guilty_to', 'insider_trading_charges'], ['Waksal', 'is_scheduled_to_be_sentenced', 'June_10']]"
137,He allowed two runs in seven innings and struck out six.,Zambrano pitched seven innings and allowed two runs on five hits and four walks.,"[['He', 'allowed', 'two runs'], ['He', 'pitched', 'seven innings'], ['two runs', 'scored_by', 'base_runners']]","[['Zambrano', 'pitched', 'seven innings'], ['Zambrano', 'allowed', 'two runs'], ['two runs', 'scored_by', 'base_runners'], ['five hits', 'allowed_by', 'Zambrano'], ['four walks', 'issued_by', 'Zambrano']]"
138,"Still, he said, ""I'm absolutely confident we're going to have a bill.""","""I'm absolutely confident we're going to have a bill,"" Frist, R-Tenn., said Thursday.","[['he', 'said', ""I'm absolutely confident we're going to have a bill.""], [""I'm absolutely confident we're going to have a bill."", 'is_statement_of', 'he']]","[['Frist, R-Tenn.', 'said', ""I'm absolutely confident we're going to have a bill.""], [""I'm absolutely confident we're going to have a bill."", 'is_statement_of', 'Frist, R-Tenn.']]"
139,Boeing said the final agreement is expected to be signed during the next few weeks.,"The Korean Air deal is expected to be finalized ""in the next several weeks,"" Boeing spokesman Bob Saling said.","[['Boeing', 'expected_to_sign', 'final_agreement'], ['final_agreement', 'expected_signing_time', 'next_few_weeks']]","[['Boeing', 'spokesman', 'Bob Saling'], ['Bob Saling', 'announced', 'expected_finalization_time'], ['expected_finalization_time', 'description', 'in the next several weeks'], ['expected_finalization_time', 'belongs_to', 'Korean_Air_deal']]"
140,"Shares in EDS closed on Thursday at $18.51, a gain of 6 cents.","Shares of EDS closed Thursday at $18.51, up 6 cents on the New York Stock Exchange.","[['EDS', 'closed_at', '18.51'], ['EDS', 'gained', '6 cents'], ['EDS', 'is_a', 'company']]","[['EDS', 'closed_at', '18.51'], ['EDS', 'increased_by', '6 cents'], ['EDS', 'is_a', 'company'], ['EDS', 'located_at', 'New York Stock Exchange']]"
141,"Nationally, the federal Centers for Disease Control and Prevention recorded 4,156 cases of West Nile, including 284 deaths.","There were 293 human cases of West Nile in Indiana in 2002, including 11 deaths statewide.","[['Centers for Disease Control and Prevention', 'recorded', '4156 cases of West Nile'], ['4156 cases of West Nile', 'included', '284 deaths'], ['284 deaths', 'occurred', 'nationally']]","[['Indiana', 'recorded', '293 human cases of West Nile'], ['293 human cases of West Nile', 'included', '11 deaths'], ['11 deaths', 'occurred', 'in Indiana']]"
142,A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters.,"The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters, rejecting librarians' complaints that the law amounts to censorship.","[['Supreme Court', 'ruled', 'Monday'], ['Supreme Court', 'issued', 'ruling'], ['ruling', 'on', ""nation's public libraries""], [""nation's public libraries"", 'required', 'equip computers'], ['computers', 'with', 'anti-pornography filters']]","[['Supreme Court', 'said', 'Monday'], ['Supreme Court', 'issued', 'ruling'], ['ruling', 'on', 'public libraries'], ['public libraries', 'required', 'equip computers'], ['computers', 'with', 'anti-pornography filters'], ['librarians', 'complained', 'law'], ['law', 'amounts to', 'censorship']]"
143,The weakness exists in the way that VBA looks at the properties of documents passed to it when the document is opened by a host application.,The vulnerability exists in the way Microsoft's Visual Basic for Applications checks document properties passed to it when a document is opened.,"[['VBA', 'checks', 'document_properties'], ['document_properties', 'passed_to', 'VBA'], ['VBA', 'looks_at', 'properties_of_documents'], ['properties_of_documents', 'weakness_exists_in', 'way_VBA_handles_them']]","[['Microsoft', 'developed', 'Visual_Basic_for_Applications'], ['Visual_Basic_for_Applications', 'checks', 'document_properties'], ['document_properties', 'passed_to', 'Visual_Basic_for_Applications'], ['Visual_Basic_for_Applications', 'handles', 'properties_of_documents'], ['properties_of_documents', 'vulnerability_exists_in', 'way_Microsoft_handles_them']]"
144,"Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken.","Of the 24 million phone votes cast, Studdard was only 130,000 votes ahead of Aiken.","[['Studdard', 'received', '50.28_percent_of_votes'], ['Studdard', 'had', '130000_votes_more_than_Aiken'], ['Studdard', 'was', '130000_votes_ahead_of_Aiken']]","[['Studdard', 'had', '50.28_percent_of_votes'], ['Aiken', 'had', '49.72_percent_of_votes'], ['Studdard', 'was', '130000_votes_ahead_of_Aiken']]"
145,Consumers still would have to get a descrambling security card from their cable operator to plug into the set.,"To watch pay television, consumers would insert into the set a security card provided by their cable service.","[['Consumers', 'need', 'descrambling security card'], ['descrambling security card', 'provided by', 'cable operator'], ['Consumers', 'plug', 'descrambling security card']]","[['Consumers', 'need', 'security card'], ['security card', 'provided by', 'cable service'], ['Consumers', 'plug', 'security card']]"
146,"However, we have decided to opt for the European consortium's engine as the best overall solution and due to the substantial price efforts made"".","However, we have decided to opt for the European consortium's engine as the best overall solution.""","[[""European consortium's engine"", 'was chosen as', 'best overall solution']]","[[""European consortium's engine"", 'was chosen as', 'best overall solution']]"
147,"The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research.","The U.S. Food and Drug Administration rejected ImClone's original application in December 2001, saying the trial had been sloppily conducted.","[['ImClone', 'submitted_application', 'Food_and_Drug_Administration'], ['Food_and_Drug_Administration', 'rejected', 'ImClone'], ['ImClone', 'product', 'Erbitux'], ['Erbitux', 'application_year', '2001'], ['ImClone', 'research', 'shoddy']]","[['ImClone', 'submitted_application', 'Food_and_Drug_Administration'], ['Food_and_Drug_Administration', 'rejected', 'ImClone'], ['ImClone', 'product', 'Erbitux'], ['Erbitux', 'application_year', '2001'], ['Food_and_Drug_Administration', 'reason_for_rejection', 'sloppily_conducted_research']]"
148,"Critics say the law violates civil liberties, something House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to.","House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to civil liberties complaints.","[['House Judiciary Committee Chairman', 'is', 'James Sensenbrenner'], ['James Sensenbrenner', 'is_a', 'Republican'], ['James Sensenbrenner', 'is_from', 'Wisconsin'], ['James Sensenbrenner', 'says', 'he is sensitive to civil liberties complaints']]","[['House Judiciary Committee Chairman', 'is', 'James Sensenbrenner'], ['James Sensenbrenner', 'is_a', 'Republican'], ['James Sensenbrenner', 'is_from', 'Wisconsin'], ['James Sensenbrenner', 'is_sensitive_to', 'civil liberties complaints']]"
149,"The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado, 3-2, Wednesday in front of a crowd of 25,332 at Dodger Stadium.","The Dodgers won their sixth consecutive game and seventh in their last nine as they beat Colorado 3-2 on Wednesday in front of a crowd of 25,332 at Dodger Stadium.","[['Dodgers', 'won', 'six consecutive games'], ['Dodgers', 'won', 'seventh in last nine games'], ['Dodgers', 'beated', 'Colorado'], ['Dodgers', 'score', '3-2'], ['Dodgers', 'played_against', 'Colorado'], ['Colorado', 'lost', '3-2'], ['Crowd', 'attended', '25,332'], ['Dodger Stadium', 'location', 'Dodger Stadium']]","[['Dodgers', 'won', 'six consecutive games'], ['Dodgers', 'won', 'seventh in last nine games'], ['Dodgers', 'beated', 'Colorado'], ['Dodgers', 'score', '3-2'], ['Dodgers', 'played_against', 'Colorado'], ['Colorado', 'lost', '3-2'], ['Crowd', 'attended', '25,332'], ['Dodger Stadium', 'location', 'Dodger Stadium']]"
150,"So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.","So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.","[['authorities', 'searched', 'Pennsylvania'], ['authorities', 'searched', 'Ohio'], ['authorities', 'searched', 'Michigan'], ['authorities', 'searched', 'Illinois'], ['authorities', 'searched', 'Indiana']]","[['authorities', 'have searched', 'areas in Pennsylvania'], ['authorities', 'have searched', 'areas in Ohio'], ['authorities', 'have searched', 'areas in Indiana'], ['authorities', 'have searched', 'areas in Michigan']]"
151,"The 30-year bond US30YT=RR firmed 31/32, taking its yield to 4.16 percent -- another record low -- from 4.22 percent.","The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent.","[['30-year bond US30YT=RR', 'firmed', '31/32'], ['30-year bond US30YT=RR', 'has_yield', '4.16'], ['30-year bond US30YT=RR', 'has_yield', '4.18']]","[['30-year bond US30YT=RR', 'firmed', '24/32'], ['30-year bond US30YT=RR', 'has_yield', '4.18'], ['30-year bond US30YT=RR', 'has_record_low_yield', '4.16']]"
152,"On Thursday, a Washington Post article argued that a 50 basis point cut from the Fed was more likely, contrary to the Wall Street Journal's line.","On Thursday, a Post article argued that a 50 basis point cut from the Fed was more likely.","[['Washington Post', 'published', 'article'], ['article', 'argued for', '50 basis point cut'], ['Fed', 'expected_action', '50 basis point cut'], ['article', 'contradicted', 'Wall Street Journal'], ['Wall Street Journal', 'held', 'different view']]","[['article', 'published by', 'Washington Post'], ['article', 'argued for', '50 basis point cut'], ['Fed', 'expected_action', '50 basis point cut']]"
153,"Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.",Heatley underwent surgery Saturday for a broken jaw and an MRI found two torn ligaments in his right knee.,"[['Mr. Heatley', 'suffered', 'broken jaw'], ['Mr. Heatley', 'suffered', 'torn ligaments'], ['broken jaw', 'is_a', 'injury'], ['torn ligaments', 'is_a', 'injury'], ['Mr. Heatley', 'has_injury', 'broken jaw'], ['Mr. Heatley', 'has_injury', 'torn ligaments']]","[['Mr. Heatley', 'underwent', 'surgery'], ['surgery', 'performed_on', 'Mr. Heatley'], ['Mr. Heatley', 'had_diagnosis', 'broken jaw'], ['Mr. Heatley', 'had_diagnosis', 'torn ligaments'], ['broken jaw', 'is_a', 'injury'], ['torn ligaments', 'is_a', 'injury']]"
154,Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.,"Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.","[['Lay', 'argued', 'handing over documents']]","[['Lay', 'refused', 'turn over papers'], ['Lay', 'asserted', 'Fifth Amendment right']]"
155,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.,"In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.","[['Strayhorn', 'said', 'first_time_in_Texas_history'], ['first_time_in_Texas_history', 'event', 'Texas history'], ['Strayhorn', 'event', 'first_time_in_Texas_history'], ['first_time_in_Texas_history', 'event_type', 'rejected_certification'], ['Strayhorn', 'role', 'comptroller']]","[['Strayhorn', 'said', 'first_time_a_comptroller_rejected_a_budget'], ['first_time_a_comptroller_rejected_a_budget', 'event', 'news_release'], ['Strayhorn', 'event', 'first_time_a_comptroller_rejected_a_budget'], ['first_time_a_comptroller_rejected_a_budget', 'event_type', 'news_release_thursday'], ['Strayhorn', 'role', 'comptroller']]"
156,"Excluding the charges, analysts, on average, expected a loss of 11 cents a share.",Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.,"[['analysts', 'expected', 'loss_per_share_from_continuing_operations'], ['loss_per_share_from_continuing_operations', 'average', 'analysts']]","[['analysts', 'polled_by', 'Thomson_Financial_First_Call'], ['Thomson_Financial_First_Call', 'expected', 'loss_per_share_from_continuing_operations'], ['loss_per_share_from_continuing_operations', 'average', 'analysts_polled_by_Thomson_Financial_First_Call']]"
157,"Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.","A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.","[['security experts', 'warning', 'new mass-mailing worm'], ['new mass-mailing worm', 'posing_as', 'e-mail from Microsoft founder'], ['new mass-mailing worm', 'spreading_across', 'Internet']]","[['security experts', 'issued_warning', 'new worm'], ['new worm', 'pretending_to_be', 'e-mail from Microsoft Chairman'], ['new worm', 'spreading_across', 'Internet'], ['Microsoft Chairman', 'identified_as', 'Bill Gates']]"
158,Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.,He said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids Friday night.,"[['Mr. Sahel', 'said', 'police_identified_bodies_of_seven'], ['police_identified_bodies_of_seven', 'of', '14-strong_cell'], ['14-strong_cell', 'believed_to_have_carried_out', ""['five_almost_simultaneous_attacks', 'Saturday']""], ['five_almost_simultaneous_attacks', 'occurred_on', 'Saturday']]","[['Mr. Sahel', 'said', 'police_identified_bodies_of_seven'], ['police_identified_bodies_of_seven', 'of', '14-bombers'], ['14-bombers', 'launched', ""['five_almost_simultaneous_raids', 'Friday_night']""], ['five_almost_simultaneous_raids', 'occurred_on', 'Friday_night']]"
159,"Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving.","In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.","[['New Jersey', 'bans', 'holders of learners permits or intermediate licenses'], ['holders of learners permits or intermediate licenses', 'prohibited from using', 'cell phones, pagers or other wireless devices'], ['holders of learners permits or intermediate licenses', 'are', 'drivers']]","[['NTSB', 'recommended', 'NHTSA'], ['NHTSA', 'considers', 'state legislation'], ['state legislation', 'prohibits', 'holders of learners permits and intermediate licenses'], ['holders of learners permits and intermediate licenses', 'are prohibited from using', 'mobile phones'], ['holders of learners permits and intermediate licenses', 'are', 'drivers']]"
160,The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.,The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.,"[['University of Michigan', 'released', 'new admissions policy'], ['new admissions policy', 'replaces', 'previous admissions policy'], ['previous admissions policy', 'previously_struck_down', 'U.S. Supreme Court'], ['U.S. Supreme Court', 'struck_down', ""University of Michigan's_admissions_policy_in_June""]]","[['University of Michigan', 'plans_to_release', 'new_undergraduate_admissions_policy'], ['new_undergraduate_admissions_policy', 'to_be_released_on', 'Thursday'], ['U.S. Supreme Court', 'rejected', ""University_of_Michigan's_acceptance_requirements""], [""University of Michigan's_acceptance_requirements"", 'previously_rejected_by', 'U.S. Supreme Court'], ['new_undergraduate_admissions_policy', 'replaces', 'previous_admissions_policy']]"
161,The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.,An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war.,"[['Arab Al-Jazeera television network', 'aired', 'audiotape'], ['audiotape', 'type', 'effort'], ['audiotape', 'goal', 'incite attacks']]","[['Arab al-Jazeera television network', 'aired', 'audiotape'], ['audiotape', 'type', 'evidence'], ['audiotape', 'strongest_evidence_for', ""Saddam's_survival""], [""Saddam's_survival"", 'confirmed_by', 'audiotape']]"
162,Former company chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors.,"Last week, former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government's investigation.","[['Franklyn M. Bergonzi', 'pleaded_guilty_to', 'one count of conspiracy'], ['Franklyn M. Bergonzi', 'agreed_to_cooperate', 'prosecutors']]","[['Franklyn M. Bergonzi', 'formerly_held_position_of', 'chief financial officer'], ['Franklyn M. Bergonzi', 'pleaded_guilty', 'last_week'], ['Franklyn M. Bergonzi', 'agreed_to_cooperate', ""government's_investigation""]]"
163,The company didn't detail the costs of the replacement and repairs.,But company officials expect the costs of the replacement work to run into the millions of dollars.,"[['company', 'did not detail', 'costs of replacement and repairs']]","[['company', 'expects', 'costs of replacement work'], ['costs of replacement work', 'runs into', 'millions of dollars']]"
