id,paragraph_1,paragraph_2,kg_1,kg_2,kea_similarity,transe_similarity,rotate_similarity,wl_kernel_similarity,aa_kea_similarity,snea_bert_alpha_0.0,snea_bert_alpha_0.1,snea_bert_alpha_0.2,snea_bert_alpha_0.3,snea_bert_alpha_0.4,snea_bert_alpha_0.5,snea_bert_alpha_0.6,snea_bert_alpha_0.7,snea_bert_alpha_0.8,snea_bert_alpha_0.9,snea_bert_alpha_1.0_SNEA_alone,kea_bert_similarity,semantic_wl_similarity
94,a cat is watching a tv .,a man is slicing a leave .,"[[""cat"", ""watching"", ""tv""]]","[[""man"", ""slicing"", ""leave""]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07713153534755493,0.23190806637784395
95,intend something to move toward a certain goal,intend ( something ) to move towards a certain goal .,"[[""intend"", ""relation"", ""move_toward""], [""move_toward"", ""relation"", ""certain_goal""]]","[[""intend"", ""relation"", ""move_towards""], [""move_towards"", ""relation"", ""certain_goal""]]",1.0,0.8827195763587952,0.8218417167663574,0.3888888888888889,1.0,0.9859256518446722,0.9873330866602049,0.9887405214757379,0.9901479562912705,0.9915553911068034,0.9929628259223361,0.9943702607378688,0.9957776955534017,0.9971851303689344,0.9985925651844673,1.0,0.9876596101826907,0.9935155067976327
96,then perhaps we could have avoided a catastrophe .,perhaps we should have been able to prevent a disaster .,[],[],,,,,,,,,,,,,,,,,,
97,heatley was sixth in the league in goals last season with 41 and ninth in points with 89 .,heatley led atlanta in scoring last season with a team-record 41 goals and 48 assists .,"[[""heatley"", ""ranked"", ""sixth""], [""heatley"", ""league_position"", ""goals""], [""heatley"", ""scored"", ""41""], [""heatley"", ""ranked"", ""ninth""], [""heatley"", ""league_position"", ""points""], [""heatley"", ""scored"", ""89""]]","[[""heatley"", ""led"", ""atlanta""], [""heatley"", ""scoring_record"", ""team_record""], [""heatley"", ""scored"", ""41""], [""heatley"", ""type_of_score"", ""goals""], [""heatley"", ""made"", ""48""], [""heatley"", ""type_of_score"", ""assists""]]",0.39557740264262,0.0,0.6028226613998413,0.30952380952380953,0.3662335103823572,0.8974570810910195,0.8443347240201533,0.7912123669492871,0.7380900098784209,0.6849676528075546,0.6318452957366884,0.5787229386658221,0.5256005815949559,0.4724782245240896,0.4193558674532234,0.3662335103823572,0.7700879020337268,0.8064470490064997
98,paper is being cut with scissors .,a piece of paper is being cut .,"[[""paper"", ""being_cut_with"", ""scissors""]]","[[""paper"", ""state"", ""being_cut""]]",0.08333333333333333,0.36876749992370605,0.4259111285209656,0.08333333333333333,0.08333333333333333,0.7874257802893008,0.717016535593704,0.6466072908981074,0.5761980462025105,0.5057888015069137,0.43537955681131707,0.36497031211572034,0.2945610674201236,0.22415182272452677,0.15374257802893004,0.08333333333333333,0.6377146621566686,0.7820471109088569
99,someone is slicing tortila 's .,someone is riding a horse .,"[[""someone"", ""slicing"", ""tortila""]]","[[""someone"", ""riding"", ""horse""]]",0.08333333333333333,0.31731632351875305,0.474935919046402,0.08333333333333333,0.08333333333333333,0.05733117466113639,0.05993139052835608,0.06253160639557578,0.06513182226279547,0.06773203813001516,0.07033225399723486,0.07293246986445455,0.07553268573167425,0.07813290159889394,0.08073311746611364,0.08333333333333333,0.23932395393533887,0.29952581611147083
100,the u.s. conference board said its latest measure of business confidence hit 60 after falling to 53 in its first quarter survey .,"the conference board said its measure of business confidence , which had fallen to 53 in the first quarter of 2003 , improved to 60 in the most recent second quarter .","[[""U.S._Conference_Board"", ""said"", ""business_confidence_measure""], [""business_confidence_measure"", ""hit"", ""60""], [""business_confidence_measure"", ""fell_to"", ""53""], [""business_confidence_measure"", ""fell_in"", ""first_quarter_survey""]]","[[""Conference_Board"", ""said"", ""business_confidence_measure""], [""business_confidence_measure"", ""fell_to"", ""53""], [""business_confidence_measure"", ""fell_in"", ""first_quarter_of_2003""], [""business_confidence_measure"", ""improved_to"", ""60""], [""business_confidence_measure"", ""improved_in"", ""second_quarter""]]",0.5,0.8322858810424805,0.746753454208374,0.39557740264262,0.5,0.9829460262303701,0.9346514236073331,0.8863568209842961,0.838062218361259,0.7897676157382221,0.741473013115185,0.6931784104921481,0.644883807869111,0.596589205246074,0.548294602623037,0.5,0.9046224104440325,0.9147551588289344
101,a man is rowing a boat .,a man is slicing a tomato .,"[[""man"", ""rowing"", ""boat""]]","[[""man"", ""slicing"", ""tomato""]]",0.08333333333333333,0.3783758878707886,0.46495044231414795,0.08333333333333333,0.08333333333333333,0.16448067911004088,0.15636594453237013,0.14825120995469937,0.1401364753770286,0.13202174079935786,0.1239070062216871,0.11579227164401634,0.1076775370663456,0.09956280248867483,0.09144806791100409,0.08333333333333333,0.282128625099334,0.4810353165977841
102,a man is tying on a stenographers machine .,the man used a stenograph .,"[[""man"", ""using"", ""stenographers_machine""]]","[[""man"", ""used"", ""stenograph""]]",1.0,0.10228919982910156,0.4062677025794983,0.08333333333333333,1.0,0.7734142288125488,0.7960728059312939,0.8187313830500391,0.8413899601687842,0.8640485372875293,0.8867071144062744,0.9093656915250196,0.9320242686437646,0.9546828457625098,0.9773414228812549,1.0,0.8178525075890248,0.7424849565275882
103,a man is putting garlic on some bread slices .,a man is sprinkling seasoning on several split and buttered loaves of bread .,"[[""man"", ""putting"", ""garlic""], [""garlic"", ""on"", ""bread_slices""], [""man"", ""acting_on"", ""bread_slices""]]","[[""man"", ""sprinkling"", ""seasoning""], [""seasoning"", ""on"", ""loaves_of_bread""], [""loaves_of_bread"", ""split"", ""True""], [""loaves_of_bread"", ""buttered"", ""True""], [""man"", ""acting_on"", ""loaves_of_bread""]]",0.05555555555555555,0.0,0.39498040080070496,0.048112522432468816,0.05555555555555555,0.775898829732261,0.7038645023145904,0.63183017489692,0.5597958474792494,0.48776152006157875,0.4157271926439083,0.34369286522623776,0.2716585378085672,0.19962421039089662,0.12758988297322607,0.05555555555555555,0.7217844215894996,0.6913563305286403
104,advancing issues outnumbered decliners about 8 to 5 on the new york stock exchange .,declining issues outnumbered advancers slightly more than 3 to 1 on the new york stock exchange .,"[[""advancing_issues"", ""outnumbered"", ""decliners""], [""advancing_issues"", ""ratio"", ""8_to_5""], [""decliners"", ""ratio"", ""5""], [""New_York_Stock_Exchange"", ""location_of"", ""advancing_issues""], [""New_York_Stock_Exchange"", ""location_of"", ""decliners""]]","[[""declining_issues"", ""outnumbered"", ""advancers""], [""declining_issues"", ""ratio"", ""3_to_1""], [""advancers"", ""ratio"", ""1""], [""New_York_Stock_Exchange"", ""location_of"", ""declining_issues""], [""New_York_Stock_Exchange"", ""location_of"", ""advancers""]]",0.29814239699997197,0.0,0.33819714188575745,0.2,0.29814239699997197,0.8934222410340622,0.8338942566306532,0.7743662722272442,0.7148382878238351,0.6553103034204261,0.5957823190170171,0.536254334613608,0.47672635021019905,0.41719836580679,0.357670381403381,0.29814239699997197,0.8216461162333177,0.8760282601720275
105,a cat is playing on the floor .,a man is slicing garlic .,"[[""cat"", ""playing_on"", ""floor""]]","[[""man"", ""slicing"", ""garlic""]]",0.0,0.0,0.0,0.0,0.0,0.04799155627470091,0.04319240064723082,0.038393245019760734,0.03359408939229064,0.028794933764820545,0.023995778137350456,0.019196622509880367,0.014397466882410276,0.00959831125494018,0.00479915562747009,0.0,0.1114697984794878,0.28583911221294755
106,"and , perhaps most importantly , ahmadinejad is a destabilizing influence ; bernanke is not .","and , perhaps the most important , the destabilising influence , not then .","[[""Ahmadinejad"", ""is"", ""destabilizing_influence""], [""Bernanke"", ""is_not"", ""destabilizing_influence""]]",[],,,,,,,,,,,,,,,,,,
107,effectively wield or manipulate a concrete entity,handle effectively .,"[[""concrete_entity"", ""can_be_wielded"", ""effectively""], [""concrete_entity"", ""can_be_manipulated"", ""effectively""]]",[],,,,,,,,,,,,,,,,,,
108,"prior to joining kodak , palumbo worked for procter & gamble corp. , where he managed products such as folgers and pantene shampoo .","prior to joining eastman kodak , mr. palumbo held senior marketing positions for procter & gamble .","[[""Palumbo"", ""worked_for"", ""Procter_&_Gamble_Corp""], [""Palumbo"", ""managed"", ""Folgers""], [""Palumbo"", ""managed"", ""Pantene_Shampoo""], [""Palumbo"", ""joined"", ""Kodak""]]","[[""Mr._Palumbo"", ""held_position"", ""senior_marketing_positions""], [""Mr._Palumbo"", ""worked_for"", ""Procter_&_Gamble""], [""Mr._Palumbo"", ""joined"", ""Eastman_Kodak""]]",0.5594309277855158,0.0,0.0,0.0,0.5594309277855158,0.8461808939416073,0.8175058973259982,0.7888309007103891,0.7601559040947798,0.7314809074791707,0.7028059108635616,0.6741309142479525,0.6454559176323433,0.6167809210167341,0.588105924401125,0.5594309277855158,0.7860914887236163,0.7296217765924213
109,dotson was arrested monday in his native maryland and charged with murder .,"dotson , 21 , was subsequently charged with dennehy 's murder .","[[""dotson"", ""arrested_in"", ""Maryland""], [""dotson"", ""charged_with"", ""murder""], [""dotson"", ""native_of"", ""Maryland""]]","[[""dotson"", ""age"", ""21""], [""dotson"", ""charged_with"", ""Dennehy_murder""]]",0.05555555555555555,0.09985406696796417,0.400302529335022,0.05555555555555555,0.05555555555555555,0.8378228023620832,0.7595960776814304,0.6813693530007776,0.6031426283201249,0.5249159036394722,0.4466891789588194,0.3684624542781666,0.29023572959751387,0.21200900491686106,0.1337822802362083,0.05555555555555555,0.6740458305856483,0.6558928963541261
110,the man is slicing a fish open .,a man is slicing a potato .,"[[""man"", ""is_slicing"", ""fish""]]","[[""man"", ""is_slicing"", ""potato""]]",0.08333333333333333,0.626909077167511,0.773028552532196,0.08333333333333333,0.08333333333333333,0.6981731440231457,0.6366891629541644,0.5752051818851833,0.513721200816202,0.4522372197472207,0.3907532386782395,0.3292692576092583,0.26778527654027706,0.20630129547129578,0.14481731440231455,0.08333333333333333,0.7425917944815231,0.8539634526091345
111,the ministry of defence is facing a 20m compensation claim from hundreds of kenyan women who claim they were raped by british soldiers .,hundreds of kenyan women claiming they were attacked and raped by british soldiers were granted government legal aid wednesday to pursue their case against the ministry of defense .,"[[""Ministry_of_Defence"", ""facing_compensation_claim_from"", ""Kenyan_Women""], [""Kenyan_Women"", ""number"", ""hundreds""], [""Kenyan_Women"", ""claim"", ""rape_by_British_Soldiers""], [""British_Soldiers"", ""alleged_to_have_raped"", ""Kenyan_Women""], [""Ministry_of_Defence"", ""compensation_claim_amount"", ""20m""]]","[[""Kenyan_Women"", ""number"", ""hundreds""], [""Kenyan_Women"", ""claim"", ""attack_and_rape_by_British_Soldiers""], [""British_Soldiers"", ""alleged_to_have_attacked_and_raped"", ""Kenyan_Women""], [""Kenyan_Women"", ""granted"", ""Government_Legal_Aid""], [""Government_Legal_Aid"", ""purpose"", ""pursue_case_against_Ministry_of_Defense""], [""Ministry_of_Defense"", ""defendant_in"", ""case_brought_by_Kenyan_Women""], [""Kenyan_Women"", ""received_Government_Legal_Aid_on"", ""Wednesday""]]",0.6429306248420497,0.10517439991235733,0.5684407949447632,0.2948459875572344,0.6014065304058601,0.914346515458175,0.8830525169529435,0.8517585184477121,0.8204645199424806,0.7891705214372491,0.7578765229320176,0.7265825244267861,0.6952885259215547,0.663994527416323,0.6327005289110916,0.6014065304058601,0.8278405782836198,0.8605344818437619
112,there must be a balance as a whole .,the whole must be in balance .,[],[],,,,,,,,,,,,,,,,,,
113,"thank you , commissioner .","thank you , commissioner .",[],[],,,,,,,,,,,,,,,,,,
114,""" we have found the smoking gun , "" investigating board member scott hubbard said .",""" we have found the smoking gun , "" said hubbard , director of nasa 's ames research center in california .","[[""investigating_board"", ""member"", ""Scott_Hubbard""], [""Scott_Hubbard"", ""said"", ""smoking_gun""]]","[[""Hubbard"", ""director_of"", ""NASA_Ames_Research_Center""], [""NASA_Ames_Research_Center"", ""located_in"", ""California""], [""Hubbard"", ""said"", ""smoking_gun""]]",0.3888888888888889,0.062219396233558655,0.2354910671710968,0.28867513459481287,0.3888888888888889,0.8069429566682389,0.7651375498903039,0.7233321431123689,0.6815267363344338,0.6397213295564989,0.5979159227785639,0.556110516000629,0.5143051092226939,0.47249970244475886,0.43069429566682393,0.3888888888888889,0.7049947540970473,0.6699389221766159
115,a cat is jumping into a box .,a young man is talking to a leaf .,"[[""cat"", ""jumping_into"", ""box""]]","[[""young_man"", ""talking_to"", ""leaf""]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08207226368483903,0.3817238951154502
116,two foxes are eating from a plate on a brick patio .,foxes are eating from a plate .,"[[""two_foxes"", ""eating_from"", ""plate""], [""plate"", ""located_on"", ""brick_patio""], [""brick_patio"", ""has"", ""two_foxes""]]","[[""foxes"", ""eating_from"", ""plate""]]",0.13608276348795434,0.47376078367233276,0.6233872175216675,0.06804138174397717,0.13608276348795434,0.6938132098155807,0.6380401651828181,0.5822671205500554,0.5264940759172928,0.4707210312845302,0.4149479866517675,0.35917494201900485,0.3034018973862423,0.24762885275347957,0.19185580812071695,0.13608276348795434,0.7117823956711367,0.7940704294486907
117,make out of components ( in an improvising manner ),make out of components ( often in an improvising manner ) .,"[[""components"", ""used_to_make"", ""something""], [""something"", ""made_in"", ""improvising_manner""]]","[[""components"", ""used_to_make"", ""something""], [""something"", ""made_in"", ""improvising_manner""], [""something"", ""made_frequently_in"", ""improvising_manner""]]",1.0,1.0,1.0,1.0,1.0,0.99999999881288,0.9999999989315921,0.9999999990503041,0.999999999169016,0.999999999287728,0.99999999940644,0.9999999995251521,0.999999999643864,0.999999999762576,0.999999999881288,1.0,0.9999999821186047,0.9408823458045692
118,""" frank quattrone is innocent , "" keker said in a statement .",quattrone lawyer john w. keker said his client is innocent .,"[[""Frank_Quattrone"", ""status"", ""innocent""], [""Keker"", ""made_statement_about"", ""Frank_Quattrone""]]","[[""Quattrone"", ""represented_by"", ""John_W._Keker""], [""John_W._Keker"", ""said_about_client"", ""innocent""], [""Quattrone"", ""status"", ""innocent""]]",1.0,0.05356315150856972,0.3611099123954773,0.3333333333333333,1.0,0.8197096020376339,0.8377386418338705,0.8557676816301072,0.8737967214263436,0.8918257612225804,0.909854801018817,0.9278838408150536,0.9459128806112902,0.9639419204075268,0.9819709602037634,1.0,0.7904745297062459,0.8053592939515237
119,forcefully request,request urgently and forcefully .,[],[],,,,,,,,,,,,,,,,,,
120,a woman is deboning a fish .,a man catches a fish .,"[[""woman"", ""deboning"", ""fish""]]","[[""man"", ""catches"", ""fish""]]",0.5,0.209926575422287,0.4372510313987732,0.5,0.5,0.6345141001154304,0.6210626901038875,0.6076112800923443,0.5941598700808013,0.5807084600692582,0.5672570500577152,0.5538056400461722,0.5403542300346291,0.5269028200230861,0.513451410011543,0.5,0.5426376750519445,0.6312698911187629
121,the little boy is singing and playing the guitar .,a baby is playing a guitar .,"[[""little_boy"", ""is_singing"", ""song""], [""little_boy"", ""playing"", ""guitar""]]","[[""baby"", ""playing"", ""guitar""]]",0.408248290463863,0.1569138765335083,0.5928062200546265,0.408248290463863,0.408248290463863,0.7220069268969154,0.6906310632536101,0.6592551996103049,0.6278793359669996,0.5965034723236944,0.5651276086803891,0.5337517450370839,0.5023758813937788,0.4710000177504735,0.43962415410716826,0.408248290463863,0.7243000282699035,0.7521566045679843
122,"a process of development , increase or advancement",a process of becoming larger or longer or more numerous or more important .,"[[""process"", ""of"", ""development""], [""process"", ""of"", ""increase""], [""process"", ""of"", ""advancement""]]","[[""process"", ""of"", ""becoming_larger""], [""process"", ""of"", ""becoming_longer""], [""process"", ""of"", ""becoming_more_numerous""], [""process"", ""of"", ""becoming_more_important""]]",0.048112522432468816,0.496275931596756,0.8128577470779419,0.037267799624996496,0.048112522432468816,0.6349793106462714,0.5762926318248912,0.5176059530035109,0.4589192741821306,0.4002325953607504,0.3415459165393701,0.2828592377179899,0.22417255889660964,0.16548588007522932,0.10679920125384906,0.048112522432468816,0.6538463240232709,0.7297511954086131
123,"decree , issue an order",issue an order .,"[[""decree"", ""means"", ""issue_an_order""]]","[[""issue"", ""means"", ""an_order""]]",0.5,0.0,0.0,0.0,0.5,0.5259947499508847,0.5233952749557963,0.5207957999607078,0.5181963249656193,0.5155968499705308,0.5129973749754424,0.5103978999803539,0.5077984249852654,0.5051989499901769,0.5025994749950885,0.5,0.6437047445264731,0.7794489106521711
124,"also missing is al larsen , 31 , of fort worth , texas , who was in another vehicle swept off the turnpike .","the other victim recovered tuesday morning was al larsen , 31 , of fort worth , texas .","[[""Al_Larsen"", ""age"", ""31""], [""Al_Larsen"", ""from"", ""Fort_Worth""], [""Al_Larsen"", ""from"", ""Texas""], [""Al_Larsen"", ""involved_in"", ""vehicle_accident""], [""vehicle_accident"", ""occurred_on"", ""turnpike""]]","[[""Al_Larsen"", ""age"", ""31""], [""Al_Larsen"", ""from"", ""Fort_Worth""], [""Al_Larsen"", ""from"", ""Texas""], [""Al_Larsen"", ""recovered_on"", ""Tuesday""], [""Al_Larsen"", ""status"", ""victim""]]",0.5781515884776753,0.3491068184375763,0.7409030199050903,0.5277777777777778,0.5781515884776753,0.9262397182680174,0.8914309052889833,0.8566220923099491,0.8218132793309147,0.7870044663518806,0.7521956533728464,0.7173868403938122,0.682578027414778,0.6477692144357438,0.6129604014567095,0.5781515884776753,0.8317050832951114,0.8257566603151307
125,a woman is carrying a boy .,a woman is carrying her baby .,"[[""woman"", ""carrying"", ""boy""]]","[[""woman"", ""carrying"", ""baby""], [""baby"", ""belongs_to"", ""woman""]]",0.08333333333333333,0.6101505160331726,0.6696441769599915,0.08333333333333333,0.08333333333333333,0.8227756032841715,0.7488313762890877,0.674887149294004,0.6009429222989201,0.5269986953038363,0.45305446830875246,0.3791102413136686,0.3051660143185848,0.23122178732350096,0.15727756032841714,0.08333333333333333,0.8170355836489911,0.8064256496374376
126,"us special forces troops are training colombian soldiers at military bases in the region to protect the pipeline , which transports crude from colombia 's second-biggest oil field .",u.s. special forces troops are training colombian soldiers at military bases in the region to protect the pipeline .,"[[""US_Special_Forces"", ""training"", ""Colombian_Soldiers""], [""US_Special_Forces"", ""located_at"", ""Military_Bases""], [""Military_Bases"", ""located_in"", ""The_Region""], [""Colombian_Soldiers"", ""trained_by"", ""US_Special_Forces""], [""Pipeline"", ""transports"", ""Crude""], [""Crude"", ""from"", ""Colombia_Second_Biggest_Oil_Field""], [""Pipeline"", ""protected_by"", ""US_Special_Forces""], [""Colombia_Second_Biggest_Oil_Field"", ""located_in"", ""Colombia""]]","[[""US_Special_Forces"", ""training"", ""Colombian_Soldiers""], [""US_Special_Forces"", ""located_at"", ""Military_Bases""], [""Military_Bases"", ""located_in"", ""The_Region""], [""Colombian_Soldiers"", ""trained_by"", ""US_Special_Forces""], [""Pipeline"", ""protected_by"", ""US_Special_Forces""]]",0.4507489358552088,0.20373943448066711,0.7779330611228943,0.5533985905294664,0.6363961030678927,0.8968721209247087,0.8708245191390271,0.8447769173533456,0.8187293155676638,0.7926817137819823,0.7666341119963007,0.7405865102106192,0.7145389084249375,0.688491306639256,0.6624437048535744,0.6363961030678927,0.8778487993718846,0.9721787252146527
127,"( cause to ) move through a space , circuit or system , usu. returning to the starting point",move in circles .,"[[""space"", ""part_of"", ""system""], [""circuit"", ""part_of"", ""system""], [""system"", ""has_starting_point"", ""starting_point""]]","[[""circles"", ""shape_of_motion"", ""move""]]",0.0,0.0,0.03344334661960602,0.0,0.0,0.2649258489242568,0.23843326403183113,0.21194067913940545,0.18544809424697975,0.15895550935455408,0.1324629244621284,0.10597033956970273,0.07947775467727705,0.05298516978485135,0.026492584892425675,0.0,0.25864517384058494,0.2828034747849245
128,supply or furnish with something needed or wanted,give something useful or necessary to .,"[[""something"", ""needed_or_wanted_by"", ""something""], [""something"", ""supplied_with"", ""something_needed_or_wanted""]]","[[""something"", ""given_to"", ""something""], [""something"", ""useful_or_necessary_for"", ""something""]]",0.11785113019775793,0.7062344551086426,0.4734364151954651,0.11785113019775793,0.11785113019775793,0.7310831457995233,0.6697599442393468,0.6084367426791703,0.5471135411189937,0.4857903395588171,0.4244671379986406,0.3631439364384641,0.30182073487828753,0.24049753331811097,0.17917433175793446,0.11785113019775793,0.7081930671919319,0.5724691739729342
129,the act of coming to rest after a voyage .,the act of coming to land after a voyage .,"[[""act"", ""comes_after"", ""voyage""], [""act"", ""results_in"", ""rest""]]","[[""act"", ""comes_after"", ""voyage""], [""act"", ""results_in"", ""land""]]",0.3888888888888889,0.8770579695701599,0.8435432314872742,0.3888888888888889,0.3888888888888889,0.8378630692581787,0.7929656512212496,0.7480682331843207,0.7031708151473918,0.6582733971104627,0.6133759790735338,0.5684785610366048,0.5235811429996758,0.4786837249627468,0.4337863069258179,0.3888888888888889,0.8144043237882927,0.849091911379995
130,the man played his guitar .,a man is playing a guitar .,"[[""man"", ""played"", ""guitar""]]","[[""man"", ""playing"", ""guitar""]]",1.0,0.9999999403953552,0.9999998211860657,1.0,1.0,0.9288719970962123,0.935984797386591,0.9430975976769698,0.9502103979673486,0.9573231982577274,0.9644359985481061,0.9715487988384849,0.9786615991288636,0.9857743994192425,0.9928871997096212,1.0,0.9336261271373663,0.9587160601096565
131,the man talked to a girl over the internet camera .,a teenager talks to a girl over a webcam .,"[[""man"", ""talks_to"", ""girl""], [""man"", ""uses"", ""internet_camera""]]","[[""teenager"", ""talks_to"", ""girl""], [""teenager"", ""uses"", ""webcam""]]",0.6666666666666666,0.06469488143920898,0.388400673866272,0.3333333333333333,0.6666666666666666,0.6975443863968339,0.6944566144238172,0.6913688424508004,0.6882810704777836,0.6851932985047671,0.6821055265317503,0.6790177545587335,0.6759299825857168,0.6728422106127001,0.6697544386396833,0.6666666666666666,0.7749744858011851,0.7691310496219493
132,render one language in another language,restate ( words ) from one language into another language .,"[[""language"", ""rendered_in"", ""another_language""]]","[[""words"", ""restated_from"", ""one_language""], [""words"", ""restated_in"", ""another_language""], [""one_language"", ""translated_to"", ""another_language""]]",1.0,0.38752490282058716,0.2858697772026062,0.408248290463863,0.5400617248673216,0.805715202706191,0.779149854922304,0.7525845071384172,0.7260191593545301,0.6994538115706432,0.6728884637867563,0.6463231160028694,0.6197577682189824,0.5931924204350956,0.5666270726512086,0.5400617248673216,0.7350491092752187,0.6451605424063644
133,a man is playing an electronic keyboard .,a man is playing a flute .,"[[""man"", ""playing"", ""electronic_keyboard""]]","[[""man"", ""playing"", ""flute""]]",0.08333333333333333,0.7768929600715637,0.756883442401886,0.08333333333333333,0.08333333333333333,0.45169986759967146,0.4148632141730377,0.37802656074640384,0.34118990731977,0.30435325389313617,0.2675166004665024,0.23067994703986858,0.19384329361323477,0.15700664018660093,0.12016998675996712,0.08333333333333333,0.6236646813613257,0.6640950308888913
134,this tendency extends deeper than headscarves .,this tendency goes well beyond simple .,"[[""tendency"", ""extends_deeper_than"", ""headscarves""]]","[[""tendency"", ""goes_beyond"", ""simple""]]",0.08333333333333333,0.417843759059906,0.2273714542388916,0.08333333333333333,0.08333333333333333,0.5826152119053191,0.5326870240481205,0.4827588361909219,0.43283064833372337,0.38290246047652476,0.3329742726193262,0.2830460847621276,0.23311789690492907,0.18318970904773046,0.1332615211905319,0.08333333333333333,0.5899751399279687,0.5960603829116261
135,a man is playing a guitar .,someone is handling a bun .,"[[""man"", ""playing"", ""guitar""]]","[[""someone"", ""handling"", ""bun""]]",0.0,0.0,0.0,0.0,0.0,0.06440283679197323,0.05796255311277591,0.051522269433578585,0.04508198575438126,0.038641702075183935,0.032201418395986614,0.025761134716789293,0.01932085103759197,0.012880567358394643,0.006440283679197321,0.0,0.1725733252634247,0.41086212409645007
136,( medicine ) the capacity of an organism to defend against disease .,( medicine ) the condition in which an organism can resist disease .,"[[""organism"", ""has_capacity"", ""defend_against_disease""], [""organism"", ""defend_against"", ""disease""]]","[[""organism"", ""has_condition"", ""resist_disease""], [""organism"", ""resist"", ""disease""]]",1.0,0.530408501625061,0.5606598854064941,0.3888888888888889,1.0,0.8664513019216655,0.8798061717294989,0.8931610415373326,0.9065159113451657,0.9198707811529994,0.9332256509608328,0.9465805207686662,0.9599353905764996,0.9732902603843331,0.9866451301921666,1.0,0.7989648447292205,0.7940496981059472
137,putin 's russia has already lost 12 leading journalists to murder in the past six years .,"putin 's russia has already lost 12 prominent journalists , murdered in the last six years .","[[""Putin"", ""leader_of"", ""Russia""], [""Russia"", ""lost"", ""12_leading_journalists""], [""12_leading_journalists"", ""died_by"", ""murder""], [""12_leading_journalists"", ""died_in"", ""past_six_years""]]","[[""Putin"", ""leader_of"", ""Russia""], [""Russia"", ""lost"", ""12_prominent_journalists""], [""12_prominent_journalists"", ""died_by"", ""murder""], [""12_prominent_journalists"", ""died_in"", ""last_six_years""]]",1.0,0.5739225745201111,0.4630676209926605,0.3,1.0,0.9823260866045628,0.9840934779441065,0.9858608692836504,0.9876282606231939,0.9893956519627377,0.9911630433022813,0.9929304346418251,0.9946978259813688,0.9964652173209125,0.9982326086604563,1.0,0.9780409874300154,0.9762968929318534
138,a small dog is chasing a yoga ball .,a dog is chasing a ball .,"[[""small_dog"", ""chasing"", ""yoga_ball""]]","[[""dog"", ""chasing"", ""ball""]]",0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.761711963871687,0.6938741008178516,0.6260362377640164,0.558198374710181,0.49036051165634553,0.4225226486025102,0.35468478554867483,0.2868469224948395,0.21900905944100402,0.1511711963871687,0.08333333333333333,0.7716101137958269,0.7769958915004762
139,van orden report ( a5-0241 / 2000 ),report van orden ( a5-0241 / 2000 ),"[[""van_orden_report"", ""identified_by"", ""a5-0241_2000""]]","[[""report_van_orden"", ""identified_by"", ""a5-0241_2000""]]",1.0,0.7681768536567688,0.8274970054626465,0.5,1.0,0.9811964025340842,0.9830767622806759,0.9849571220272675,0.986837481773859,0.9887178415204505,0.9905982012670421,0.9924785610136337,0.9943589207602253,0.9962392805068169,0.9981196402534084,1.0,0.9827601616082478,0.9957847495079505
140,a girl is dancing in a cage .,a onion is being chopped .,"[[""girl"", ""dancing_in"", ""cage""]]",[],,,,,,,,,,,,,,,,,,
141,a man is paddling a canoe .,a man is playing a harp .,"[[""man"", ""paddling"", ""canoe""]]","[[""man"", ""playing"", ""harp""]]",0.08333333333333333,0.4885811507701874,0.3036998510360718,0.08333333333333333,0.08333333333333333,0.21517397806631094,0.2019899135930132,0.18880584911971543,0.17562178464641764,0.1624377201731199,0.14925365569982213,0.13606959122652437,0.12288552675322661,0.10970146227992884,0.09651739780663109,0.08333333333333333,0.3457116355558401,0.45409779254279614
142,"the standards are scarcely comparable , let alone transferable .",the norms are scarcely comparable and again less transférables .,"[[""standards"", ""comparable"", ""false""], [""standards"", ""transferable"", ""false""]]","[[""norms"", ""comparable"", ""false""], [""norms"", ""transférables"", ""false""]]",0.5,0.5987298488616943,0.6006336212158203,0.5,0.5,0.7785453023336291,0.7506907721002662,0.7228362418669033,0.6949817116335403,0.6671271814001773,0.6392726511668145,0.6114181209334517,0.5835635907000887,0.5557090604667259,0.5278545302333629,0.5,0.8222380636019375,0.6366576414034575
143,a man is cutting paper with a sword .,a woman is cutting a tomato .,"[[""man"", ""cutting"", ""paper""], [""man"", ""using"", ""sword""], [""sword"", ""used_for"", ""cutting_paper""]]",[],,,,,,,,,,,,,,,,,,
