id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
110,"Last year , the board raised rents by 2 percent on one-year renewals , 4 percent on two-year leases .","For lofts , the board proposed increases of 4 percent for one-year leases and 7 percent for two-year renewals .","[[""board"", ""raised_rent_by"", ""2_percent""], [""2_percent"", ""applies_to"", ""one-year_renewals""], [""board"", ""raised_rent_by"", ""4_percent""], [""4_percent"", ""applies_to"", ""two-year_leases""]]","[[""board"", ""proposed_increase"", ""4_percent""], [""4_percent"", ""applies_to"", ""one-year_leases""], [""board"", ""proposed_increase"", ""7_percent""], [""7_percent"", ""applies_to"", ""two-year_renewals""], [""board"", ""proposed_for"", ""lofts""]]",0.7792988361513242
111,"But late Thursday night , the campaign issued a statement saying there would be no news conference and no big announcement .","But late yesterday , the campaign and the state Democratic Party said there would be no news conference .","[[""campaign"", ""issued"", ""statement""], [""statement"", ""said"", ""no_news_conference""], [""statement"", ""said"", ""no_big_announcement""]]","[[""campaign"", ""said"", ""no_news_conference""], [""state_Democratic_Party"", ""said"", ""no_news_conference""], [""campaign"", ""and"", ""state_Democratic_Party""]]",0.7287576696740632
112,"American Masters : Arthur Miller , Elia Kazan and the Blacklist : None Without Sin ( Wed .","Note the subheading of this terrible parable in the "" American Masters "" series , "" Arthur Miller , Elia Kazan and the Blacklist : None Without Sin . ""","[[""American_Masters"", ""features"", ""Arthur_Miller""], [""American_Masters"", ""features"", ""Elia_Kazan""], [""Arthur_Miller"", ""associated_with"", ""Elia_Kazan""], [""Arthur_Miller"", ""associated_with"", ""Blacklist""], [""Elia_Kazan"", ""associated_with"", ""Blacklist""]]","[[""American_Masters"", ""series"", ""Arthur_Miller,_Elia_Kazan_and_the_Blacklist:_None_Without_Sin""], [""Arthur_Miller,_Elia_Kazan_and_the_Blacklist:_None_Without_Sin"", ""part_of"", ""American_Masters""], [""American_Masters"", ""features"", ""Arthur_Miller""], [""American_Masters"", ""features"", ""Elia_Kazan""], [""Arthur_Miller"", ""associated_with"", ""Elia_Kazan""], [""Arthur_Miller"", ""associated_with"", ""Blacklist""], [""Elia_Kazan"", ""associated_with"", ""Blacklist""]]",0.9999999680340086
113,The constitutionality of outlawing partial birth abortion is not an open question .,Defenders of the partial birth abortion ban downplayed the legal challenges .,"[[""partial_birth_abortion"", ""outlawing_of"", ""constitutionality""]]","[[""Defenders"", ""defend"", ""partial_birth_abortion_ban""], [""partial_birth_abortion_ban"", ""faced"", ""legal_challenges""]]",0.45785797734191913
114,Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer .,Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves .,"[[""Gillespie"", ""sent"", ""letter""], [""letter"", ""recipient"", ""Leslie_Moonves""], [""Leslie_Moonves"", ""is"", ""CBS_President""]]","[[""Ed_Gillespie"", ""is"", ""Republican_National_Committee_Chairman""], [""Ed_Gillespie"", ""issued"", ""letter""], [""letter"", ""recipient"", ""Leslie_Moonves""], [""Leslie_Moonves"", ""is"", ""CBS_Television_President""]]",0.9818439755939254
115,"Meanwhile , the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November .","The global death toll from SARS was at least 767 , with more than 8,300 people sickened since the virus first appeared in southern China in November .","[[""global_death_toll"", ""approached"", ""770""], [""severe_acute_respiratory_syndrome_virus"", ""first_appeared_in"", ""southern_China""], [""severe_acute_respiratory_syndrome_virus"", ""first_appeared_in_month"", ""November""], [""more_than_8,300_people"", ""sickened_by"", ""severe_acute_respiratory_syndrome_virus""]]","[[""global_death_toll_from_SARS"", ""was_at_least"", ""767""], [""SARS"", ""first_appeared_in"", ""southern_China""], [""SARS"", ""first_appeared_in_month"", ""November""], [""more_than_8,300_people"", ""sickened_by"", ""SARS""]]",0.741039797395209
116,""" I conclude that plaintiffs have shown , albeit barely ... that Iraq provided material support to Bin Laden and Al Qaeda , "" Baer said .","Judge Harold Baer concluded Wednesday that lawyers for the two victims "" have shown , albeit barely ... that Iraq provided material support to bin Laden and al-Qaida . ""","[[""Baer"", ""said"", ""plaintiffs_have_shown""], [""plaintiffs"", ""have_shown"", ""Iraq_supported_Bin_Laden""], [""Iraq"", ""provided_material_support_to"", ""Bin_Laden""], [""Iraq"", ""provided_material_support_to"", ""Al_Qaeda""]]","[[""Judge_Harold_Baer"", ""concluded"", ""lawyers_have_shown""], [""lawyers"", ""have_shown"", ""Iraq_supported_bin_Laden""], [""Iraq"", ""provided_material_support_to"", ""bin_Laden""], [""Iraq"", ""provided_material_support_to"", ""al_Qaida""]]",0.83876481372621
117,The ministers also intend to initiate plans for a national centre for disease control .,The health ministers also announced plans for healthy living and tobacco control strategies .,"[[""ministers"", ""intend_to_initiate"", ""national_centre_for_disease_control""], [""national_centre_for_disease_control"", ""instance_of"", ""centre""]]","[[""health_ministers"", ""announced"", ""plans_for_healthy_living""], [""health_ministers"", ""announced"", ""tobacco_control_strategies""]]",0.2507963868280123
118,"About 24 percent of men who took placebo , or 1,147 men , developed prostate cancer .","The researchers found that 18 percent of the men who took finasteride , or 803 men , developed prostate cancer .","[[""men"", ""developed"", ""prostate_cancer""], [""men"", ""took"", ""placebo""], [""placebo"", ""percentage_developed"", ""24_percent""], [""placebo"", ""number_developed"", ""1147""]]","[[""men"", ""developed"", ""prostate_cancer""], [""men"", ""took"", ""finasteride""], [""finasteride"", ""percentage_developed"", ""18_percent""], [""finasteride"", ""number_developed"", ""803""]]",0.5027969995876425
119,"The 1 5 / 8 percent note maturing in April 2005 gained 1 / 16 to 100 13 / 32 , lowering its yield 1 basis points to 1.41 percent .",The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,"[[""1_5/8_percent_note"", ""matured_in"", ""April_2005""], [""1_5/8_percent_note"", ""gained"", ""1/16""], [""1_5/8_percent_note"", ""price"", ""100_13/32""], [""1_5/8_percent_note"", ""yield"", ""1.41_percent""], [""1_5/8_percent_note"", ""lowered_yield"", ""1_basis_point""]]","[[""3_percent_note"", ""matured_in"", ""2008""], [""3_percent_note"", ""yield_fell"", ""22_basis_points""], [""3_percent_note"", ""yield"", ""2.61_percent""]]",0.6370621070777984
120,"Mr. Bloomberg later told reporters that the agreement "" will be a compromise , like the real world requires . """,""" It will be a compromise , like the real world requires , "" he said .","[[""Mr_Bloomberg"", ""told"", ""reporters""], [""agreement"", ""will_be"", ""compromise""]]","[[""Mr_Bloomberg"", ""said"", ""compromise""]]",0.5943090717389723
121,"Calvin Hollins Jr . ' s attorney , Thomas Royce , has repeatedly said his client had no link with the company that owned and operated E2 .","The lawyer for Hollins Jr . , Thomas Royce , has said his client had no link to the company that owned and operated E2 .","[[""Calvin_Hollins_Jr"", ""has_attorney"", ""Thomas_Royce""], [""Thomas_Royce"", ""said"", ""no_link_to_E2_company""], [""Calvin_Hollins_Jr"", ""has_no_link_to"", ""E2_company""], [""E2_company"", ""owned_and_operated"", ""E2""]]","[[""Hollins_Jr"", ""has_attorney"", ""Thomas_Royce""], [""Thomas_Royce"", ""said"", ""no_link_to_E2_company""], [""Hollins_Jr"", ""has_no_link_to"", ""E2_company""], [""E2_company"", ""owned_and_operated"", ""E2""]]",0.9916753840698684
122,"Some of the company 's software developers will join Microsoft , but details haven 't been finalized , said Mike Nash , corporate vice president of Microsoft 's security business unit .","Some of the companys software developers will join Microsoft , but details havent been finalized , said Mike Nash , corporate vice president of Microsofts security business unit .","[[""Microsoft"", ""will_join"", ""software_developers""], [""Mike_Nash"", ""is"", ""corporate_vice_president""], [""Mike_Nash"", ""of"", ""Microsoft""], [""Microsoft"", ""has"", ""security_business_unit""], [""Mike_Nash"", ""said"", ""details_havent_been_finalized""]]","[[""Microsoft"", ""will_join"", ""software_developers""], [""Mike_Nash"", ""is"", ""corporate_vice_president""], [""Mike_Nash"", ""of"", ""Microsoft""], [""Microsoft"", ""has"", ""security_business_unit""], [""Mike_Nash"", ""said"", ""details_havent_been_finalized""]]",0.9999999500866191
123,"The broader Standard & Poor 's 500 Index .SPX dropped 9.90 points , or 0.99 percent , to 988.61 .","The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .","[[""Standard_&_Poor\""s_500_Index"", ""dropped"", ""9.90_points""], [""Standard_&_Poor\""s_500_Index"", ""decreased_by_percentage"", ""0.99_percent""], [""Standard_&_Poor\""s_500_Index"", ""closed_at"", ""988.61""]]","[[""Nasdaq_Composite_Index"", ""decreased"", ""25.36_points""], [""Nasdaq_Composite_Index"", ""decreased_by_percentage"", ""1.53_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1628.26""]]",0.42490029884134284
124,She met Lady Mary at her Double Bay home yesterday to thank her for the donation .,She met Lady Mary for the first time at her Double Bay home in Sydney yesterday to thank her in person for the donation .,"[[""She"", ""met"", ""Lady_Mary""], [""She"", ""thanked"", ""Lady_Mary""], [""Lady_Mary"", ""made"", ""donation""], [""meeting"", ""location"", ""Double_Bay_home""]]","[[""She"", ""met"", ""Lady_Mary""], [""She"", ""thanked"", ""Lady_Mary""], [""Lady_Mary"", ""made"", ""donation""], [""meeting"", ""location"", ""Double_Bay_home""], [""Double_Bay_home"", ""location"", ""Sydney""]]",0.9999999992625037
125,"The GPO previously closed bookstores in San Francisco , Boston , Philadelphia , Chicago , Birmingham , Cleveland , and Columbus .","Since 2001 , the agency has closed bookstores in San Francisco , Boston , Philadelphia , Chicago , Birmingham , Ala . , Cleveland , Columbus , Ohio , and Washington .","[[""GPO"", ""previously_closed"", ""bookstore_in_San_Francisco""], [""GPO"", ""previously_closed"", ""bookstore_in_Boston""], [""GPO"", ""previously_closed"", ""bookstore_in_Philadelphia""], [""GPO"", ""previously_closed"", ""bookstore_in_Chicago""], [""GPO"", ""previously_closed"", ""bookstore_in_Birmingham""], [""GPO"", ""previously_closed"", ""bookstore_in_Cleveland""], [""GPO"", ""previously_closed"", ""bookstore_in_Columbus""]]","[[""agency"", ""closed"", ""bookstore_in_San_Francisco""], [""agency"", ""closed"", ""bookstore_in_Boston""], [""agency"", ""closed"", ""bookstore_in_Philadelphia""], [""agency"", ""closed"", ""bookstore_in_Chicago""], [""agency"", ""closed"", ""bookstore_in_Birmingham""], [""agency"", ""closed"", ""bookstore_in_Cleveland""], [""agency"", ""closed"", ""bookstore_in_Columbus""], [""agency"", ""closed"", ""bookstore_in_Washington""], [""Birmingham"", ""location"", ""Ala""], [""Columbus"", ""location"", ""Ohio""], [""agency"", ""has_closed_since"", ""2001""]]",0.7994906932841465
126,""" I 'm taking his office , and we 're gonna keep on building , ' ' he vowed . """,""" Yes , I 'm taking his office and we 're going to keep on building and keep on fighting , "" he added .","[[""he"", ""is_taking"", ""his_office""], [""he"", ""will_keep_on"", ""building""]]","[[""he"", ""is_taking"", ""his_office""], [""he"", ""will_keep_on"", ""building""], [""he"", ""will_keep_on"", ""fighting""]]",1.0
127,Officials with the rebel group Liberians United for Reconciliation and Democracy could not be reached for comment Saturday .,"The main rebel force , the Liberians United for Reconciliation and Democracy , fears a peacekeeping force could bolster Taylor .","[[""Liberians_United_for_Reconciliation_and_Democracy"", ""could_not_be_reached_for_comment"", ""Saturday""]]","[[""Liberians_United_for_Reconciliation_and_Democracy"", ""is"", ""main_rebel_force""], [""Liberians_United_for_Reconciliation_and_Democracy"", ""fears"", ""peacekeeping_force""], [""peacekeeping_force"", ""could_bolster"", ""Taylor""]]",0.39407254672906084
128,"In 2001 , the number of death row inmates nationally fell for the first time in a generation .","In 2001 , the number of people on death row dropped for the first time in a decade .","[[""death_row_inmates"", ""fell_in"", ""2001""], [""death_row_inmates"", ""fell_for_first_time_in"", ""a_generation""]]","[[""people_on_death_row"", ""dropped_in"", ""2001""], [""people_on_death_row"", ""dropped_for_first_time_in"", ""a_decade""]]",0.6080904524704703
129,"Preliminary reports were that the men were not seen together at the airport , sources said .","The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening , law enforcement sources said .","[[""men"", ""not_seen_together_at"", ""airport""], [""sources"", ""said"", ""preliminary_reports""]]","[[""men"", ""had"", ""Pakistani_passports""], [""men"", ""seen_together_at"", ""airport""], [""law_enforcement_sources"", ""said"", ""men_were_seen_together""]]",0.5811813086795017
130,"The 2000 Democratic platform supported "" the full inclusion of gay and lesbian families in the life of the nation . ""","The Democrat 's 2000 platform didn 't explicitly support gay marriages but backed "" the full inclusion of gay and lesbian families into the life of the nation . ""","[[""2000_Democratic_platform"", ""supported"", ""full_inclusion_of_gay_and_lesbian_families""], [""full_inclusion_of_gay_and_lesbian_families"", ""location"", ""life_of_the_nation""]]","[[""2000_Democrat_platform"", ""did_not_explicitly_support"", ""gay_marriages""], [""2000_Democrat_platform"", ""backed"", ""full_inclusion_of_gay_and_lesbian_families""], [""full_inclusion_of_gay_and_lesbian_families"", ""location"", ""life_of_the_nation""]]",0.9970618894863756
131,"The NASD also alleges Young flew multiple times on Tyco corporate jets , often accompanied by Kozlowski .","The NASD alleges that the analyst flew multiples times on Tyco 's corporate jets for business trips , sometimes accompanied by Kozlowski .","[[""NASD"", ""alleges"", ""Young""], [""Young"", ""flew_on"", ""Tyco_corporate_jets""], [""Young"", ""accompanied_by"", ""Kozlowski""]]","[[""NASD"", ""alleges"", ""analyst""], [""analyst"", ""flew_on"", ""Tyco_corporate_jets""], [""analyst"", ""accompanied_by"", ""Kozlowski""], [""Tyco_corporate_jets"", ""used_for"", ""business_trips""]]",0.5421048160037947
132,Iraq 's economy was ravaged during years of U.N. sanctions over ex-president Saddam Hussein 's 1990 occupation of Kuwait and by the U.S.-led war to oust him which ended in April .,Iraq 's economy was shattered under former president Saddam Hussein and by the U.S.-led war to oust him which ended in April .,"[[""Iraq"", ""economy_ravaged_by"", ""U.N._sanctions""], [""U.N._sanctions"", ""imposed_during"", ""Saddam_Husseinoccupation""], [""Saddam_Hussein"", ""occupation_of"", ""Kuwait""], [""Saddam_Hussein"", ""ex-president_of"", ""Iraq""], [""U.S.-led_war"", ""ended_in"", ""April""], [""U.S.-led_war"", ""aimed_to_oust"", ""Saddam_Hussein""]]","[[""Iraq"", ""economy_shattered_by"", ""Saddam_Hussein""], [""Iraq"", ""economy_shattered_by"", ""U.S.-led_war""], [""U.S.-led_war"", ""ended_in"", ""April""], [""U.S.-led_war"", ""aimed_to_oust"", ""Saddam_Hussein""], [""Saddam_Hussein"", ""former_president_of"", ""Iraq""]]",0.6854175963983005
133,"A successful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .","But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .","[[""successful_attack"", ""could_be_launched_in"", ""document""], [""document"", ""supports"", ""VBA""], [""Microsoft_Word"", ""supports"", ""VBA""], [""Excel"", ""supports"", ""VBA""], [""PowerPoint"", ""supports"", ""VBA""]]","[[""attack"", ""could_happen_with"", ""document""], [""document"", ""supports"", ""VBA""], [""Word"", ""supports"", ""VBA""], [""Excel"", ""supports"", ""VBA""], [""PowerPoint"", ""supports"", ""VBA""]]",0.7434155322411482
134,"In Europe , France 's CAC-40 fell 0.8 percent , Britain 's FTSE 100 lost 0.9 percent and Germany 's DAX index gave back 1 percent .","In afternoon trading in Europe , France 's CAC-40 fell 1.6 percent , Britain 's FTSE 100 dropped 1.2 percent and Germany 's DAX index lost 1.9 percent .","[[""France"", ""location"", ""Europe""], [""CAC-40"", ""belongs_to"", ""France""], [""CAC-40"", ""fell_by"", ""0.8_percent""], [""Britain"", ""location"", ""Europe""], [""FTSE_100"", ""belongs_to"", ""Britain""], [""FTSE_100"", ""fell_by"", ""0.9_percent""], [""Germany"", ""location"", ""Europe""], [""DAX_index"", ""belongs_to"", ""Germany""], [""DAX_index"", ""fell_by"", ""1_percent""]]","[[""France"", ""location"", ""Europe""], [""CAC-40"", ""fell_by"", ""1.6_percent""], [""Britain"", ""location"", ""Europe""], [""FTSE_100"", ""fell_by"", ""1.2_percent""], [""Germany"", ""location"", ""Europe""], [""DAX_index"", ""fell_by"", ""1.9_percent""]]",0.6712333080996458
135,"According to the 2000 Census , Long Beach 's Hispanic or Latino population was listed at 35.8 percent .","According to the Census Bureau , the Hispanic population increased by 9.8 percent from the April 2000 census figures .","[[""Long_Beach"", ""has_population_percentage"", ""35.8_percent_Hispanic_or_Latino""], [""2000_Census"", ""reported"", ""Long_Beach_Hispanic_or_Latino_population""]]","[[""Census_Bureau"", ""reported"", ""Hispanic_population_increase""], [""Hispanic_population"", ""increased_by"", ""9.8_percent""], [""2000_census"", ""had"", ""Hispanic_population_figures""]]",0.3728683959264371
136,"China accounted for about 14 percent of Motorola 's sales last year , and the company has large manufacturing operations there .",China accounted for 14 % of Motorola 's $ 26.7 billion in sales last year .,"[[""China"", ""accounted_for_percent_of_sales"", ""14_percent""], [""Motorola"", ""has_sales_in"", ""China""], [""Motorola"", ""has_manufacturing_operations_in"", ""China""]]","[[""China"", ""accounted_for_percent_of_sales"", ""14_percent""], [""Motorola"", ""has_sales"", ""$26.7_billion""], [""China"", ""accounted_for_sales_of"", ""$26.7_billion""]]",0.6019898290145549
137,It would be difficult to overestimate the potential dangers of the Remote Procedure Call ( RPC ) vulnerability .,"The flaw involves the Remote Procedure Call ( RPC ) protocol , which deals with inter-computer communications .","[[""Remote_Procedure_Call"", ""has"", ""vulnerability""], [""vulnerability"", ""has"", ""potential_dangers""]]","[[""Remote_Procedure_Call"", ""is"", ""protocol""], [""Remote_Procedure_Call"", ""deals_with"", ""inter-computer_communications""]]",0.3014025266175497
138,Diana was at her lowest ebb when she wrote the letter to Paul Burrell claiming there was a plot to kill her .,Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a smash and gave it to him to keep as insurance .,"[[""Diana"", ""wrote_letter_to"", ""Paul_Burrell""], [""Diana"", ""claimed"", ""plot_to_kill_her""]]","[[""Diana"", ""wrote_letter_in"", ""October_1996""], [""Diana"", ""claimed"", ""plot_to_kill_her""], [""Diana"", ""gave_letter_to"", ""Paul_Burrell""], [""plot_to_kill_her"", ""involved"", ""smash""]]",0.9927331768773116
139,"Cardenas and Estrada , who is on trial for economic plunder , have denied any involvement .","Mr Estrada , who is in prison , has denied any involvement in the mutiny .","[[""Cardenas"", ""denied_involvement_with"", ""Estrada""], [""Estrada"", ""on_trial_for"", ""economic_plunder""]]","[[""Estrada"", ""in"", ""prison""], [""Estrada"", ""denied_involvement_in"", ""mutiny""]]",0.4197778959578944
140,""" PeopleSoft has consistently maintained that the proposed combination of PeopleSoft and Oracle faces substantial regulatory delays and a significant likelihood that the transaction would be prohibited . """,PeopleSoft has argued that an Oracle takeover would face substantial regulatory delays and a significant likelihood that the transaction would be prohibited .,"[[""PeopleSoft"", ""maintains"", ""proposed_combination""], [""proposed_combination"", ""involves"", ""PeopleSoft""], [""proposed_combination"", ""involves"", ""Oracle""], [""proposed_combination"", ""faces"", ""regulatory_delays""], [""proposed_combination"", ""has_likelihood"", ""prohibition""]]","[[""PeopleSoft"", ""argues"", ""Oracle_takeover""], [""Oracle_takeover"", ""faces"", ""regulatory_delays""], [""Oracle_takeover"", ""has_likelihood"", ""prohibition""]]",0.5278107508926324
141,"You have to dig deep and come up with the goods against guys who are out there competing with you . """,You have to dig deep and come up with the goods against guys that are out there competing with the best of us .,"[[""you"", ""compete_with"", ""guys""]]","[[""you"", ""compete_with"", ""guys""], [""guys"", ""compete_with"", ""best_of_us""]]",0.9999999995566555
142,"Miodrag Zivkovic , of the Liberal Alliance of Montenegro , won 31 percent of the vote , while the independent Dragan Hajdukovic got 4 percent .","A pro-independence radical , Miodrag Zivkovic , of the Liberal Alliance , came in second with 31 percent of the vote .","[[""Miodrag_Zivkovic"", ""member_of"", ""Liberal_Alliance_of_Montenegro""], [""Miodrag_Zivkovic"", ""won"", ""31_percent_of_vote""], [""Dragan_Hajdukovic"", ""got"", ""4_percent_of_vote""], [""Dragan_Hajdukovic"", ""is"", ""independent""]]","[[""Miodrag_Zivkovic"", ""member_of"", ""Liberal_Alliance""], [""Miodrag_Zivkovic"", ""won"", ""31_percent_of_vote""], [""Miodrag_Zivkovic"", ""is"", ""pro_independence_radical""]]",0.7150586060801701
143,"Peterson , 30 , was arrested in La Jolla April 18 after the two bodies were identified through DNA tests .","Peterson was arrested near Torrey Pines Golf Course in La Jolla on April 18 , the same the day the bodies were identified through DNA testing .","[[""Peterson"", ""was_arrested_in"", ""La_Jolla""], [""Peterson"", ""was_arrested_on"", ""April_18""], [""bodies"", ""were_identified_through"", ""DNA_tests""], [""bodies"", ""were_identified_in"", ""La_Jolla""]]","[[""Peterson"", ""was_arrested_near"", ""Torrey_Pines_Golf_Course""], [""Peterson"", ""was_arrested_in"", ""La_Jolla""], [""Peterson"", ""was_arrested_on"", ""April_18""], [""bodies"", ""were_identified_through"", ""DNA_testing""], [""bodies"", ""were_identified_on"", ""April_18""]]",0.7449378464677963
144,Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .,Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .,"[[""Southwest"", ""inspected"", ""fleet""], [""Southwest"", ""has"", ""385_aircraft""], [""fleet"", ""has"", ""385_aircraft""], [""Southwest"", ""found"", ""no_additional_suspicious_items""]]","[[""Southwest"", ""completed_inspections_of"", ""fleet""], [""Southwest"", ""has"", ""385_aircraft""], [""fleet"", ""has"", ""385_aircraft""], [""Southwest"", ""found"", ""no_additional_items""]]",0.9824855226986878
145,"Lower state courts and federal courts are still hearing recall several recall cases , one of which a Los Angeles court dismissed on Friday .","Lower state courts and federal courts are still hearing cases on the recall , but the prospects are uncertain .","[[""Lower_state_courts"", ""are_hearing"", ""recall_cases""], [""Federal_courts"", ""are_hearing"", ""recall_cases""], [""Los_Angeles_court"", ""dismissed"", ""recall_case""]]","[[""Lower_state_courts"", ""are_hearing"", ""recall_cases""], [""Federal_courts"", ""are_hearing"", ""recall_cases""]]",0.8797048490829585
146,"Only one third of high-speed trains within France were running , national rail company Societe Nationale des Chemins de Fer said .","One third of high-speed trains within France will run , national railway company Societe Nationale des Chemins de Fer estimates .","[[""Societe_Nationale_des_Chemins_de_Fer"", ""said"", ""one_third_of_high-speed_trains_running""], [""one_third_of_high-speed_trains"", ""location"", ""France""], [""one_third_of_high-speed_trains"", ""are"", ""high-speed_trains""], [""high-speed_trains"", ""location"", ""France""]]","[[""Societe_Nationale_des_Chemins_de_Fer"", ""estimates"", ""one_third_of_high-speed_trains_running""], [""one_third_of_high-speed_trains"", ""location"", ""France""], [""one_third_of_high-speed_trains"", ""are"", ""high-speed_trains""], [""high-speed_trains"", ""location"", ""France""]]",0.9991781127087282
147,The numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .,"As stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .","[[""numbers"", ""highlight"", ""conundrum""], [""conundrum"", ""is"", ""difficulty_of_classifying""], [""difficulty_of_classifying"", ""involves"", ""racial_and_ethnic_categories""], [""society"", ""is"", ""fluid_and_multi-ethnic""]]","[[""numbers"", ""highlight"", ""conundrum""], [""conundrum"", ""is"", ""growing_difficulty_of_classifying""], [""growing_difficulty_of_classifying"", ""involves"", ""racial_and_ethnic_categories""], [""society"", ""is"", ""fluid_and_multi-ethnic""]]",0.9883276209046286
148,"Telemarketers who call listed numbers could face FCC fines of up to $ 120,000 .","Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $ 11,000 per call .","[[""Telemarketers"", ""could_face_fines"", ""FCC""], [""FCC_fines"", ""amount"", ""$120,000""]]","[[""Telemarketers"", ""could_face_fines"", ""fines""], [""fines"", ""amount"", ""$11,000""], [""Telemarketers"", ""call_after"", ""Oct._1""]]",0.4321969948114522
149,"President Bush raised a record-breaking $ 49.5 million for his re-election campaign over the last three months , with contributions from 262,000 Americans , the president 's campaign chairman said Tuesday .","President Bush has raised $ 83.9 million since beginning his re-election campaign in May , and has $ 70 million of that left to spend , his campaign said Tuesday .","[[""President_Bush"", ""raised"", ""49.5_million""], [""President_Bush"", ""received_contributions_from"", ""262000_Americans""], [""President_Bush"", ""has"", ""re-election_campaign""], [""re-election_campaign"", ""received"", ""49.5_million""]]","[[""President_Bush"", ""raised"", ""83.9_million""], [""President_Bush"", ""has"", ""re-election_campaign""], [""re-election_campaign"", ""started_in"", ""May""], [""President_Bush"", ""has_left_to_spend"", ""70_million""]]",0.6087669352335088
150,Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down .,The pressure on Peter Hollingworth to resign as Governor-General intensified last night as three Anglican bishops said it was time for their former colleague to step down .,"[[""Anglican_bishops"", ""said"", ""step_down_time""], [""Anglican_bishops"", ""are_from"", ""religious_circles""]]","[[""Peter_Hollingworth"", ""position"", ""Governor-General""], [""Anglican_bishops"", ""said"", ""step_down_time""], [""Peter_Hollingworth"", ""former_colleague_of"", ""Anglican_bishops""]]",0.6294520507265091
151,The Supreme Court agreed Monday in Illinois vs. Telemarketing Associates .,"The case decided Monday centered around an Illinois fund-raiser , Telemarketing Associates .","[[""Supreme_Court"", ""agreed"", ""Illinois_vs_Telemarketing_Associates""]]","[[""case"", ""centered_around"", ""Illinois_fund-raiser""], [""case"", ""involved"", ""Telemarketing_Associates""], [""Telemarketing_Associates"", ""is"", ""Illinois_fund-raiser""]]",0.59475248614141
152,"Klitschko said : "" I 'm excited to box in Los Angeles first and then against Lennox Lewis .",""" I am excited to be fighting in Los Angeles and on HBO , "" Klitschko said .","[[""Klitschko"", ""will_box_in"", ""Los_Angeles""], [""Klitschko"", ""will_box_against"", ""Lennox_Lewis""]]","[[""Klitschko"", ""will_fight_in"", ""Los_Angeles""], [""Klitschko"", ""will_fight_on"", ""HBO""]]",0.6425102705994526
153,The Nets and the Spurs are crossing new frontiers of offensive ineptitude while causing their high-scoring American Basketball Association forefathers to cringe .,The Nets and the San Antonio Spurs are crossing new frontiers of offensive ineptitude while embarrassing their high-scoring ABA forefathers .,"[[""Nets"", ""crossing_new_frontiers_with"", ""Spurs""], [""Nets"", ""causing_to_cringe"", ""American_Basketball_Association_forefathers""], [""Spurs"", ""causing_to_cringe"", ""American_Basketball_Association_forefathers""], [""Nets"", ""instance_of"", ""team""], [""Spurs"", ""instance_of"", ""team""]]","[[""Nets"", ""crossing_new_frontiers_with"", ""San_Antonio_Spurs""], [""Nets"", ""embarrassing"", ""ABA_forefathers""], [""San_Antonio_Spurs"", ""embarrassing"", ""ABA_forefathers""], [""Nets"", ""instance_of"", ""team""], [""San_Antonio_Spurs"", ""instance_of"", ""team""]]",0.6103123568826588
154,"Two brothers who were among seven Portland suspects accused of aiding terrorists have decided to plead guilty to conspiring to aid al-Qaida and the Taliban , officials said Wednesday .",Two brothers who were among seven people accused of aiding terrorists pleaded guilty yesterday to charges of conspiring to help Al Qaeda and the Taliban during the war in Afghanistan .,"[[""Two_brothers"", ""plead_guilty_to"", ""conspiring_to_aid_al-Qaida""], [""Two_brothers"", ""plead_guilty_to"", ""conspiring_to_aid_Taliban""], [""Two_brothers"", ""are"", ""Portland_suspects""], [""Portland_suspects"", ""number"", ""seven""], [""Portland_suspects"", ""accused_of"", ""aiding_terrorists""]]","[[""Two_brothers"", ""plead_guilty_to"", ""conspiring_to_help_Al_Qaeda""], [""Two_brothers"", ""plead_guilty_to"", ""conspiring_to_help_Taliban""], [""Two_brothers"", ""are"", ""suspects""], [""suspects"", ""number"", ""seven""], [""suspects"", ""accused_of"", ""aiding_terrorists""], [""conspiring_to_help_Al_Qaeda_and_Taliban"", ""occurred_during"", ""war_in_Afghanistan""]]",0.9488948828167982
