id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
107,"Emergency laparotomy carries a high rate of mortality, especially in those over the age of 70 years, and more needs to be done to improve outcomes, particularly in this group. This could involve increasing acute surgical care manpower, early recognition of patients requiring emergency surgery, development of clear management protocols for such patients or perhaps even considering centralisation of emergency surgical services to specialist centres with multidisciplinary teams involving emergency surgeons and care of the elderly physicians in hospital and related community outreach services for post-discharge care.","Under the conditions of this study, preclerkship (year 2) CPEs strongly predicted medical students at risk for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.","[[""Emergency_laparotomy"", ""carries"", ""high_rate_of_mortality""], [""Mortality"", ""higher_in"", ""people_over_70""], [""Improvement_of_outcomes"", ""needed"", ""especially_in_people_over_70""], [""Improvement_of_outcomes"", ""could_involve"", ""increasing_acute_surgical_care_manpower""], [""Improvement_of_outcomes"", ""could_involve"", ""early_recognition_of_patients""], [""Improvement_of_outcomes"", ""could_involve"", ""development_of_management_protocols""], [""Improvement_of_outcomes"", ""could_involve"", ""centralisation_of_emergency_surgical_services""], [""Emergency_surgical_services"", ""could_be_centralised_to"", ""specialist_centres""], [""Specialist_centres"", ""have"", ""multidisciplinary_teams""], [""Multidisciplinary_teams"", ""include"", ""emergency_surgeons""], [""Multidisciplinary_teams"", ""include"", ""care_of_the_elderly_physicians""], [""Specialist_centres"", ""provide"", ""hospital_services""], [""Specialist_centres"", ""provide"", ""community_outreach_services""], [""Community_outreach_services"", ""provide"", ""post-discharge_care""]]","[[""Preclerkship_CPEs"", ""predict"", ""medical_students_at_risk""], [""Medical_students_at_risk"", ""identified"", ""prior_to_clerkships""], [""Preclerkship_CPEs"", ""strongly_predict"", ""failing_a_senior_CPE""], [""Remediation_of_deficits"", ""possible"", ""prior_to_clerkships""], [""Remediation_of_deficits"", ""possible"", ""during_clerkships""], [""Study"", ""finding"", ""opportunity_for_remediation""], [""CPEs"", ""taken"", ""year_2""], [""CPEs"", ""used_for"", ""identifying_medical_students_at_risk""]]",0.28282209466276553
108,Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against CLD/mortality among premature infants. This may support the growing evidence for consideration of CPAP as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.,Early surfactant administration is linked with shorter duration of airing but does not appear to be importantly protective against CLD/mortality among premature infants. This may support the growing grounds for consideration of CPAP as an alternative to routine intubation and early surfactant administration. Further investigation from large randomised medical trials is warranted to confirm these findings.,"[[""early_surfactant_administration"", ""associated_with"", ""shorter_duration_of_ventilation""], [""early_surfactant_administration"", ""not_protective_against"", ""CLD/mortality""], [""early_surfactant_administration"", ""compared_to"", ""routine_intubation""], [""CPAP"", ""considered_as"", ""alternative_to_routine_intubation""], [""CPAP"", ""alternative_to"", ""early_surfactant_administration""], [""premature_infants"", ""affected_by"", ""CLD/mortality""], [""randomized_clinical_trials"", ""warranted_to"", ""confirm_results""]]","[[""early_surfactant_administration"", ""linked_with"", ""shorter_duration_of_airing""], [""early_surfactant_administration"", ""not_protective_against"", ""CLD/mortality""], [""early_surfactant_administration"", ""compared_to"", ""routine_intubation""], [""CPAP"", ""considered_as"", ""alternative_to_routine_intubation""], [""CPAP"", ""alternative_to"", ""early_surfactant_administration""], [""premature_infants"", ""affected_by"", ""CLD/mortality""], [""randomised_medical_trials"", ""warranted_to"", ""confirm_findings""]]",0.9169396464930755
109,Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against CLD/mortality among premature infants. This may support the growing evidence for consideration of CPAP as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.,Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against CLD/mortality among premature infants. This may support the growing evidence for consideration of AMDA as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.,"[[""early_surfactant_administration"", ""associated_with"", ""shorter_duration_of_ventilation""], [""early_surfactant_administration"", ""not_significantly_protective_against"", ""CLD/mortality""], [""early_surfactant_administration"", ""alternative"", ""CPAP""], [""CPAP"", ""considered_as"", ""alternative_to_routine_intubation""], [""routine_intubation"", ""compared_to"", ""CPAP""], [""large_randomized_clinical_trials"", ""needed_to"", ""confirm_results""]]","[[""early_surfactant_administration"", ""associated_with"", ""shorter_duration_of_ventilation""], [""early_surfactant_administration"", ""not_significantly_protective_against"", ""CLD/mortality""], [""early_surfactant_administration"", ""alternative"", ""AMDA""], [""AMDA"", ""considered_as"", ""alternative_to_routine_intubation""], [""routine_intubation"", ""compared_to"", ""AMDA""], [""large_randomized_clinical_trials"", ""needed_to"", ""confirm_results""]]",0.8159706611075426
110,Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against CLD/mortality among premature infants. This may support the growing evidence for consideration of CPAP as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.,Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against CLD/mortality among premature infants. the growing evidence for consideration of CPAP may support This as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.,"[[""early_surfactant_administration"", ""associated_with"", ""shorter_duration_of_ventilation""], [""early_surfactant_administration"", ""not_significantly_protective_against"", ""CLD/mortality""], [""CLD/mortality"", ""occurs_in"", ""premature_infants""], [""CPAP"", ""considered_as"", ""alternative_to_intubation""], [""CPAP"", ""considered_as"", ""alternative_to_early_surfactant_administration""], [""large_randomized_clinical_trials"", ""needed_to"", ""confirm_results""]]","[[""early_surfactant_administration"", ""associated_with"", ""shorter_duration_of_ventilation""], [""early_surfactant_administration"", ""not_significantly_protective_against"", ""CLD/mortality""], [""CLD/mortality"", ""occurs_in"", ""premature_infants""], [""CPAP"", ""considered_as"", ""alternative_to_intubation""], [""CPAP"", ""considered_as"", ""alternative_to_early_surfactant_administration""], [""growing_evidence"", ""supports"", ""consideration_of_CPAP""], [""large_randomized_clinical_trials"", ""needed_to"", ""confirm_results""]]",0.9999999990772899
111,Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against CLD/mortality among premature infants. This may support the growing evidence for consideration of CPAP as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.,"The call for boycott did not affect the campaign significantly. However, if the call for boycott is repeated in future it could have some significant negative implication to polio eradication. It is therefore important to ensure that any vaccine safety issues are addressed accordingly.","[[""early_surfactant_administration"", ""associated_with"", ""shorter_duration_of_ventilation""], [""early_surfactant_administration"", ""not_significantly_protective_against"", ""CLD/mortality""], [""CLD/mortality"", ""affects"", ""premature_infants""], [""CPAP"", ""considered_as"", ""alternative_to_routine_intubation""], [""CPAP"", ""considered_as"", ""alternative_to_early_surfactant_administration""], [""early_surfactant_administration"", ""compared_to"", ""routine_intubation""]]","[[""call_for_boycott"", ""did_not_affect"", ""campaign""], [""call_for_boycott"", ""could_have"", ""negative_implication""], [""negative_implication"", ""affects"", ""polio_eradication""], [""vaccine_safety_issues"", ""need_to_be"", ""addressed""], [""vaccine_safety_issues"", ""related_to"", ""polio_eradication""], [""polio_eradication"", ""goal_of"", ""campaign""]]",0.18520484940441437
112,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 20% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,Hospital preparedness can be better defined by a fixed number of casualties rather than a centile of its bed capacity. Only 20% of the arriving casualties will require contiguous medical therapy. Implementation of this concept may enhance the use of national emergency wellness resources both in the readying phase and on existent clip.,"[[""hospital_preparedness"", ""better_defined_by"", ""fixed_number_of_casualties""], [""hospital_preparedness"", ""not_better_defined_by"", ""percentile_of_bed_capacity""], [""arriving_casualties"", ""require"", ""immediate_medical_treatment""], [""immediate_medical_treatment"", ""required_by"", ""20_percent_of_arriving_casualties""], [""implementation"", ""improves"", ""utilisation_of_national_emergency_health_resources""], [""utilisation_of_national_emergency_health_resources"", ""improved_in"", ""preparation_phase""], [""utilisation_of_national_emergency_health_resources"", ""improved_in"", ""real_time""]]","[[""hospital_preparedness"", ""better_defined_by"", ""fixed_number_of_casualties""], [""hospital_preparedness"", ""not_better_defined_by"", ""centile_of_bed_capacity""], [""arriving_casualties"", ""require"", ""contiguous_medical_therapy""], [""contiguous_medical_therapy"", ""required_by"", ""20_percent_of_arriving_casualties""], [""implementation"", ""enhances"", ""use_of_national_emergency_wellness_resources""], [""use_of_national_emergency_wellness_resources"", ""enhanced_in"", ""readying_phase""], [""use_of_national_emergency_wellness_resources"", ""enhanced_in"", ""existent_clip""]]",0.7683587053136072
113,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 20% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 30% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,"[[""hospital_preparedness"", ""defined_by"", ""fixed_number_of_casualties""], [""hospital_preparedness"", ""not_defined_by"", ""percentile_of_bed_capacity""], [""arriving_casualties"", ""require"", ""immediate_medical_treatment""], [""arriving_casualties"", ""percentage_requiring_treatment"", ""20_percent""], [""implementation"", ""improves"", ""utilisation_of_national_emergency_health_resources""], [""utilisation_of_national_emergency_health_resources"", ""improved_in"", ""preparation_phase""], [""utilisation_of_national_emergency_health_resources"", ""improved_in"", ""real_time""]]","[[""hospital_preparedness"", ""defined_by"", ""fixed_number_of_casualties""], [""hospital_preparedness"", ""not_defined_by"", ""percentile_of_bed_capacity""], [""arriving_casualties"", ""require"", ""immediate_medical_treatment""], [""arriving_casualties"", ""percentage_requiring_treatment"", ""30_percent""], [""implementation"", ""improves"", ""utilisation_of_national_emergency_health_resources""], [""utilisation_of_national_emergency_health_resources"", ""improved_in"", ""preparation_phase""], [""utilisation_of_national_emergency_health_resources"", ""improved_in"", ""real_time""]]",0.9991810382070281
114,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 20% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. immediate medical treatment will require Only 20% of the arriving casualties. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,"[[""hospital_preparedness"", ""better_defined_by"", ""fixed_number_of_casualties""], [""hospital_preparedness"", ""not_better_defined_by"", ""percentile_of_bed_capacity""], [""arriving_casualties"", ""require"", ""immediate_medical_treatment""], [""arriving_casualties_requiring_immediate_medical_treatment"", ""percentage"", ""20_percent""], [""implementation_of_concept"", ""improves"", ""utilisation_of_national_emergency_health_resources""], [""implementation_of_concept"", ""effective_in"", ""preparation_phase""], [""implementation_of_concept"", ""effective_in"", ""real_time""]]","[[""hospital_preparedness"", ""better_defined_by"", ""fixed_number_of_casualties""], [""hospital_preparedness"", ""not_better_defined_by"", ""percentile_of_bed_capacity""], [""arriving_casualties"", ""require"", ""immediate_medical_treatment""], [""arriving_casualties_requiring_immediate_medical_treatment"", ""percentage"", ""20_percent""], [""implementation_of_concept"", ""improves"", ""utilisation_of_national_emergency_health_resources""], [""implementation_of_concept"", ""effective_in"", ""preparation_phase""], [""implementation_of_concept"", ""effective_in"", ""real_time""]]",0.9999999990865387
115,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 20% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,"Our study confirms that students are able to identify QA issues and propose solutions. We recommend that students have a formally recognized place in day surgery QA programmes, to close the QA loop and to adequately prepare them for medical practice in the 21st century.","[[""hospital_preparedness"", ""better_defined_by"", ""fixed_number_of_casualties""], [""hospital_preparedness"", ""not_better_defined_by"", ""percentile_of_bed_capacity""], [""arriving_casualties"", ""require"", ""immediate_medical_treatment""], [""immediate_medical_treatment"", ""required_by"", ""20_percent_of_arriving_casualties""], [""implementation_of_concept"", ""improves"", ""utilisation_of_national_emergency_health_resources""], [""utilisation_of_national_emergency_health_resources"", ""improved_in"", ""preparation_phase""], [""utilisation_of_national_emergency_health_resources"", ""improved_in"", ""real_time""]]","[[""study"", ""confirms"", ""students_ability_to_identify_QA_issues""], [""students"", ""propose"", ""solutions""], [""students"", ""should_have"", ""formally_recognized_place_in_day_surgery_QA_programmes""], [""formally_recognized_place_in_day_surgery_QA_programmes"", ""closes"", ""QA_loop""], [""formally_recognized_place_in_day_surgery_QA_programmes"", ""prepares_students_for"", ""medical_practice_in_21st_century""], [""medical_practice"", ""takes_place_in"", ""21st_century""]]",0.24007382025071772
116,Etoricoxib seems effective in preventing heterotopic ossification after total hip arthroplasty. This finding further supports the use of COX-2 inhibitors for the prevention of heterotopic ossification following total hip arthroplasty.,Etoricoxib seems effective in preventing heterotopic ossification after total hip arthroplasty. This finding further supports the use of COX-2 inhibitors for the bar of heterotopic conformity following entire hip arthroplasty.,"[[""Etoricoxib"", ""effective_in"", ""preventing_heterotopic_ossification""], [""Etoricoxib"", ""used_after"", ""total_hip_arthroplasty""], [""COX-2_inhibitors"", ""used_for"", ""prevention_of_heterotopic_ossification""], [""COX-2_inhibitors"", ""used_after"", ""total_hip_arthroplasty""]]","[[""Etoricoxib"", ""effective_in"", ""preventing_heterotopic_ossification""], [""Etoricoxib"", ""used_after"", ""total_hip_arthroplasty""], [""COX-2_inhibitors"", ""used_for"", ""bar_of_heterotopic_conformity""], [""COX-2_inhibitors"", ""used_after"", ""entire_hip_arthroplasty""]]",0.7149725488695016
117,Etoricoxib seems effective in preventing heterotopic ossification after total hip arthroplasty. This finding further supports the use of COX-2 inhibitors for the prevention of heterotopic ossification following total hip arthroplasty.,Etoricoxib seems effective in preventing heterotopic ossification after total hip arthroplasty. This finding further supports the use of COX-3 inhibitors for the prevention of heterotopic ossification following total hip arthroplasty.,"[[""Etoricoxib"", ""seems_effective_in"", ""preventing_heterotopic_ossification""], [""Etoricoxib"", ""used_after"", ""total_hip_arthroplasty""], [""COX-2_inhibitors"", ""used_for"", ""prevention_of_heterotopic_ossification""], [""COX-2_inhibitors"", ""used_after"", ""total_hip_arthroplasty""], [""Heterotopic_ossification"", ""prevented_by"", ""COX-2_inhibitors""]]","[[""Etoricoxib"", ""seems_effective_in"", ""preventing_heterotopic_ossification""], [""Etoricoxib"", ""used_after"", ""total_hip_arthroplasty""], [""COX-3_inhibitors"", ""used_for"", ""prevention_of_heterotopic_ossification""], [""COX-3_inhibitors"", ""used_after"", ""total_hip_arthroplasty""], [""Heterotopic_ossification"", ""prevented_by"", ""COX-3_inhibitors""]]",0.9915902795103785
118,Etoricoxib seems effective in preventing heterotopic ossification after total hip arthroplasty. This finding further supports the use of COX-2 inhibitors for the prevention of heterotopic ossification following total hip arthroplasty.,Etoricoxib seems effective in preventing heterotopic ossification after total hip arthroplasty. the use of COX-2 inhibitors for the prevention of heterotopic ossification following total hip arthroplasty further supports This finding.,"[[""Etoricoxib"", ""seems_effective_in"", ""preventing_heterotopic_ossification""], [""Etoricoxib"", ""used_after"", ""total_hip_arthroplasty""], [""Finding"", ""further_supports"", ""use_of_COX-2_inhibitors""], [""COX-2_inhibitors"", ""used_for"", ""prevention_of_heterotopic_ossification""], [""COX-2_inhibitors"", ""used_after"", ""total_hip_arthroplasty""]]","[[""Etoricoxib"", ""seems_effective_in"", ""preventing_heterotopic_ossification""], [""Etoricoxib"", ""used_after"", ""total_hip_arthroplasty""], [""Use_of_COX-2_inhibitors"", ""further_supports"", ""Finding""], [""COX-2_inhibitors"", ""used_for"", ""prevention_of_heterotopic_ossification""], [""COX-2_inhibitors"", ""used_after"", ""total_hip_arthroplasty""]]",0.8796550462566934
119,Etoricoxib seems effective in preventing heterotopic ossification after total hip arthroplasty. This finding further supports the use of COX-2 inhibitors for the prevention of heterotopic ossification following total hip arthroplasty.,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 20% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,"[[""Etoricoxib"", ""effective_in"", ""preventing_heterotopic_ossification""], [""Etoricoxib"", ""used_after"", ""total_hip_arthroplasty""], [""COX-2_inhibitors"", ""used_for"", ""prevention_of_heterotopic_ossification""], [""COX-2_inhibitors"", ""used_after"", ""total_hip_arthroplasty""]]","[[""Hospital_preparedness"", ""defined_by"", ""fixed_number_of_casualties""], [""Hospital_preparedness"", ""not_defined_by"", ""percentile_of_bed_capacity""], [""Arriving_casualties"", ""requires"", ""immediate_medical_treatment""], [""Arriving_casualties"", ""percentage_requiring_treatment"", ""20%""], [""Implementation"", ""improves"", ""utilisation_of_national_emergency_health_resources""], [""Implementation"", ""occurs_in"", ""preparation_phase""], [""Implementation"", ""occurs_in"", ""real_time""]]",0.08290971464814766
120,"Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.","mesopic pupil size was underestimated by it. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may elevate interrater reproducibility, and compensation for the systematic underestimation could enhance accuracy of the SLBM.","[[""SLBM"", ""characterized_by"", ""repeatable""], [""SLBM"", ""underestimates"", ""mesopic_pupil_size""], [""SLBM"", ""shows"", ""low_sensitivity""], [""SLBM"", ""detects"", ""pupils_larger_than_6_mm""], [""low_sensitivity"", ""may_be"", ""misleading""], [""misleading"", ""when_planning"", ""anterior_segment_surgery""], [""previous_grading-consensus_training_strategies"", ""may_increase"", ""interrater_reproducibility""], [""compensation"", ""could_improve"", ""accuracy_of_SLBM""], [""SLBM"", ""shows"", ""wide_range_of_agreement""], [""wide_range_of_agreement"", ""with"", ""CIP""]]","[[""SLBM"", ""underestimates"", ""mesopic_pupil_size""], [""SLBM"", ""shows"", ""low_sensitivity""], [""SLBM"", ""detects"", ""pupils_larger_than_6_mm""], [""low_sensitivity"", ""may_be"", ""misleading""], [""misleading"", ""when_planning"", ""anterior_segment_surgery""], [""previous_grading-consensus_training_strategies"", ""may_elevate"", ""interrater_reproducibility""], [""compensation"", ""could_enhance"", ""accuracy_of_SLBM""]]",0.8800161716737058
121,"Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.","Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 3 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.","[[""SLBM"", ""underestimates"", ""mesopic_pupil_size""], [""SLBM"", ""shows_agreement_with"", ""CIP""], [""SLBM"", ""has_low_sensitivity_in Detecting"", ""pupils_larger_than_6_mm""], [""SLBM"", ""used_in"", ""anterior_segment_surgery""], [""previous_grading-consensus_training_strategies"", ""increase"", ""interrater_reproducibility""], [""compensation_for_systematic_underestimation"", ""improves"", ""accuracy_of_SLBM""]]","[[""SLBM"", ""underestimates"", ""mesopic_pupil_size""], [""SLBM"", ""shows_agreement_with"", ""CIP""], [""SLBM"", ""has_low_sensitivity_in Detecting"", ""pupils_larger_than_3_mm""], [""SLBM"", ""used_in"", ""anterior_segment_surgery""], [""previous_grading-consensus_training_strategies"", ""increase"", ""interrater_reproducibility""], [""compensation_for_systematic_underestimation"", ""improves"", ""accuracy_of_SLBM""]]",0.9996441353726562
122,"Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.","Although the SLBM is quite repeatable, mesopic pupil size underestimates it and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.","[[""SLBM"", ""characterized_by"", ""repeatable""], [""SLBM"", ""underestimates"", ""mesopic_pupil_size""], [""SLBM"", ""shows_agreement_with"", ""CIP""], [""SLBM"", ""has_low_sensitivity_in"", ""detecting_pupils_larger_than_6_mm""], [""detecting_pupils_larger_than_6_mm"", ""important_for"", ""anterior_segment_surgery""], [""previous_grading-consensus_training_strategies"", ""may_increase"", ""interrater_reproducibility""], [""compensation_for_systematic_underestimation"", ""may_improve"", ""accuracy_of_SLBM""]]","[[""SLBM"", ""characterized_by"", ""repeatable""], [""mesopic_pupil_size"", ""underestimates"", ""SLBM""], [""SLBM"", ""shows_agreement_with"", ""CIP""], [""SLBM"", ""has_low_sensitivity_in"", ""detecting_pupils_larger_than_6_mm""], [""detecting_pupils_larger_than_6_mm"", ""important_for"", ""anterior_segment_surgery""], [""previous_grading-consensus_training_strategies"", ""may_increase"", ""interrater_reproducibility""], [""compensation_for_systematic_underestimation"", ""may_improve"", ""accuracy_of_SLBM""]]",0.9996817734435375
123,"Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.","Our data suggested that visually impaired pedestrians can make accurate and reliable street crossing decisions like those of normally sighted pedestrians. When using auditory information only, all subjects significantly overestimated the vehicular gap time. Our finding that blind pedestrians performed significantly worse than either the normally sighted or visually impaired subjects under the hearing only condition suggested that they may benefit from training to improve their detection ability and/or interpretation of vehicular gap times.","[[""SLBM"", ""characterized_by"", ""repeatable""], [""SLBM"", ""underestimates"", ""mesopic_pupil_size""], [""SLBM"", ""shows"", ""low_sensitivity""], [""SLBM"", ""used_in"", ""detecting_pupils_larger_than_6mm""], [""SLBM"", ""affects"", ""anterior_segment_surgery""], [""previous_grading-consensus_training_strategies"", ""improve"", ""interrater_reproducibility""], [""compensation_for_systematic_underestimation"", ""improve"", ""accuracy_of_SLBM""]]","[[""visually_impaired_pedestrians"", ""make"", ""accurate_street_crossing_decisions""], [""visually_impaired_pedestrians"", ""similar_to"", ""normally_sighted_pedestrians""], [""subjects"", ""overestimate"", ""vehicular_gap_time""], [""subjects"", ""use"", ""auditory_information""], [""blind_pedestrians"", ""perform"", ""worse_than_normally_sighted_pedestrians""], [""blind_pedestrians"", ""perform"", ""worse_than_visually_impaired_pedestrians""], [""blind_pedestrians"", ""benefit_from"", ""training""], [""training"", ""improve"", ""detection_ability""], [""training"", ""improve"", ""interpretation_of_vehicular_gap_times""]]",0.24054209165454166
124,Proportionally fewer elderly patients with OPSCC are being treated than younger individuals. These patients can have significant benefits from aggressive treatments despite their older age as shown by our survival analysis. We recommend the use of objective measures to assess patient fitness to reduce the potential for undertreatment in the elderly population.,Proportionally fewer elderly person with OPSCC are being treated than immature individuals. These patients can have significant welfare from aggressive therapies despite their older age as shown by our survival analysis. We recommend the use of objective measures to assess single fitness to reduce the potential for undertreatment in the elderly population.,"[[""elderly_patients"", ""being_treated"", ""less_than""], [""younger_individuals"", ""being_treated"", ""more_than""], [""elderly_patients"", ""benefit_from"", ""aggressive_treatments""], [""aggressive_treatments"", ""benefit"", ""elderly_patients""], [""survival_analysis"", ""shows"", ""benefits_of_aggressive_treatments""], [""patient_fitness"", ""assessed_by"", ""objective_measures""], [""objective_measures"", ""used_to"", ""assess_patient_fitness""], [""undertreatment"", ""reduced_by"", ""objective_measures""], [""elderly_population"", ""at_risk_of"", ""undertreatment""]]","[[""elderly_person"", ""have"", ""oropharyngeal_squamous_cell_carcinoma""], [""oropharyngeal_squamous_cell_carcinoma"", ""type_of"", ""OPSCC""], [""elderly_person"", ""being_treated"", ""less_than""], [""immature_individuals"", ""being_treated"", ""more_than""], [""elderly_person"", ""benefit_from"", ""aggressive_therapies""], [""aggressive_therapies"", ""benefit"", ""elderly_person""], [""survival_analysis"", ""shows"", ""welfare_of_aggressive_therapies""], [""single_fitness"", ""assessed_by"", ""objective_measures""], [""objective_measures"", ""used_to"", ""assess_single_fitness""], [""undertreatment"", ""reduced_by"", ""objective_measures""], [""elderly_population"", ""at_risk_of"", ""undertreatment""]]",0.9529241863443572
125,Proportionally fewer elderly patients with OPSCC are being treated than younger individuals. These patients can have significant benefits from aggressive treatments despite their older age as shown by our survival analysis. We recommend the use of objective measures to assess patient fitness to reduce the potential for undertreatment in the elderly population.,Proportionally fewer elderly patients with GCA are being treated than younger individuals. These patients can have significant benefits from aggressive treatments despite their older age as shown by our survival analysis. We recommend the use of objective measures to assess patient fitness to reduce the potential for undertreatment in the elderly population.,"[[""elderly_patients_with_OPSCC"", ""treated"", ""less_than""], [""younger_individuals"", ""treated"", ""more_than""], [""elderly_patients"", ""benefit_from"", ""aggressive_treatments""], [""aggressive_treatments"", ""beneficial_for"", ""elderly_patients""], [""survival_analysis"", ""shows_benefit_of"", ""aggressive_treatments""], [""objective_measures"", ""recommended_for"", ""assessing_patient_fitness""], [""patient_fitness"", ""assessed_to"", ""reduce_undertreatment""], [""undertreatment"", ""reduced_in"", ""elderly_population""]]","[[""elderly_patients_with_GCA"", ""treated"", ""less_than""], [""younger_individuals"", ""treated"", ""more_than""], [""elderly_patients"", ""benefit_from"", ""aggressive_treatments""], [""aggressive_treatments"", ""beneficial_for"", ""elderly_patients""], [""survival_analysis"", ""shows_benefit_of"", ""aggressive_treatments""], [""objective_measures"", ""recommended_for"", ""assessing_patient_fitness""], [""patient_fitness"", ""assessed_to"", ""reduce_undertreatment""], [""undertreatment"", ""reduced_in"", ""elderly_population""], [""GCA"", ""type_of"", ""disease""]]",0.9581155884459112
126,Proportionally fewer elderly patients with OPSCC are being treated than younger individuals. These patients can have significant benefits from aggressive treatments despite their older age as shown by our survival analysis. We recommend the use of objective measures to assess patient fitness to reduce the potential for undertreatment in the elderly population.,Proportionally fewer elderly patients with OPSCC are being treated than younger individuals. significant benefits from aggressive treatments can have These patients despite their older age as shown by our survival analysis. We recommend the use of objective measures to assess patient fitness to reduce the potential for undertreatment in the elderly population.,"[[""elderly_patients_with_OPSCC"", ""being_treated"", ""less_than_younger_individuals""], [""elderly_patients"", ""can_have"", ""significant_benefits""], [""significant_benefits"", ""from"", ""aggressive_treatments""], [""aggressive_treatments"", ""benefit_despite"", ""older_age""], [""survival_analysis"", ""shows"", ""benefits_of_aggressive_treatments""], [""objective_measures"", ""recommended_for"", ""assessing_patient_fitness""], [""patient_fitness"", ""assessed_to"", ""reduce_undertreatment""], [""undertreatment"", ""reduced_in"", ""elderly_population""]]","[[""elderly_patients_with_OPSCC"", ""being_treated"", ""less_than_younger_individuals""], [""elderly_patients"", ""can_have"", ""significant_benefits""], [""significant_benefits"", ""from"", ""aggressive_treatments""], [""aggressive_treatments"", ""benefit_despite"", ""older_age""], [""survival_analysis"", ""shows"", ""benefits_of_aggressive_treatments""], [""objective_measures"", ""recommended_for"", ""assessing_patient_fitness""], [""patient_fitness"", ""assessed_to"", ""reduce_undertreatment""], [""undertreatment"", ""reduced_in"", ""elderly_population""]]",1.0
